Crew_ID,Aircraft_ID,Pilot_Name,Qualification_Level,Total_Flight_Hours,Current_Status
2864,48,Pilot_2864,Advanced,2418,On Leave
2865,453,Pilot_2865,Basic,2055,Available
2866,46,Pilot_2866,Intermediate,4270,On Leave
2867,292,Pilot_2867,Advanced,2324,On Leave
2868,394,Pilot_2868,Advanced,3658,On Leave
2869,145,Pilot_2869,Intermediate,2003,In Training
2870,414,Pilot_2870,Intermediate,4421,Available
2871,13,Pilot_2871,Advanced,3153,Available
2872,123,Pilot_2872,Basic,3645,Available
2873,262,Pilot_2873,Basic,4229,On Leave
2874,358,Pilot_2874,Intermediate,3641,In Training
2875,497,Pilot_2875,Intermediate,3512,In Training
2876,328,Pilot_2876,Basic,4889,In Training
2877,145,Pilot_2877,Intermediate,1861,Available
2878,358,Pilot_2878,Basic,1483,On Leave
2879,231,Pilot_2879,Basic,1042,On Leave
2880,440,Pilot_2880,Intermediate,3204,Available
2881,35,Pilot_2881,Advanced,3994,Available
2882,119,Pilot_2882,Intermediate,2573,On Leave
2883,214,Pilot_2883,Basic,3148,Available
2884,14,Pilot_2884,Basic,674,Available
2885,499,Pilot_2885,Intermediate,824,On Leave
2886,137,Pilot_2886,Basic,870,Available
2887,387,Pilot_2887,Intermediate,4356,Available
2888,458,Pilot_2888,Intermediate,4056,On Leave
2889,148,Pilot_2889,Basic,3636,In Training
2890,144,Pilot_2890,Basic,3313,On Leave
2891,401,Pilot_2891,Advanced,2127,On Leave
2892,218,Pilot_2892,Intermediate,3611,In Training
2893,58,Pilot_2893,Intermediate,1768,Available
2894,403,Pilot_2894,Intermediate,3040,Available
2895,365,Pilot_2895,Intermediate,3101,In Training
2896,123,Pilot_2896,Intermediate,3639,On Leave
2897,13,Pilot_2897,Advanced,3630,In Training
2898,413,Pilot_2898,Basic,1282,In Training
2899,353,Pilot_2899,Basic,3332,Available
2900,432,Pilot_2900,Advanced,546,On Leave
2901,136,Pilot_2901,Intermediate,1542,In Training
2902,465,Pilot_2902,Basic,3042,In Training
2903,56,Pilot_2903,Advanced,2907,Available
2904,342,Pilot_2904,Basic,2366,Available
2905,82,Pilot_2905,Intermediate,3208,On Leave
2906,31,Pilot_2906,Advanced,4252,Available
2907,72,Pilot_2907,Intermediate,789,On Leave
2908,442,Pilot_2908,Basic,3459,In Training
2909,249,Pilot_2909,Advanced,512,On Leave
2910,306,Pilot_2910,Intermediate,4437,Available
2911,97,Pilot_2911,Intermediate,2282,Available
2912,309,Pilot_2912,Advanced,2343,Available
2913,149,Pilot_2913,Intermediate,2277,On Leave
2914,92,Pilot_2914,Intermediate,3499,On Leave
2915,110,Pilot_2915,Intermediate,2327,On Leave
2916,164,Pilot_2916,Intermediate,3256,On Leave
2917,40,Pilot_2917,Basic,907,Available
2918,119,Pilot_2918,Intermediate,4318,On Leave
2919,392,Pilot_2919,Intermediate,2762,On Leave
2920,340,Pilot_2920,Basic,3326,Available
2921,449,Pilot_2921,Basic,3763,In Training
2922,141,Pilot_2922,Intermediate,3330,Available
2923,388,Pilot_2923,Intermediate,3310,On Leave
2924,82,Pilot_2924,Intermediate,1629,In Training
2925,11,Pilot_2925,Intermediate,584,On Leave
2926,91,Pilot_2926,Intermediate,3363,On Leave
2927,273,Pilot_2927,Advanced,2206,On Leave
2928,141,Pilot_2928,Advanced,877,Available
2929,287,Pilot_2929,Intermediate,2124,In Training
2930,97,Pilot_2930,Advanced,2398,Available
2931,165,Pilot_2931,Basic,1921,On Leave
2932,45,Pilot_2932,Advanced,2203,Available
2933,459,Pilot_2933,Intermediate,1424,In Training
2934,369,Pilot_2934,Advanced,3567,On Leave
2935,176,Pilot_2935,Basic,4714,In Training
2936,137,Pilot_2936,Intermediate,1223,Available
2937,164,Pilot_2937,Basic,713,On Leave
2938,113,Pilot_2938,Intermediate,4960,Available
2939,362,Pilot_2939,Basic,3181,On Leave
2940,250,Pilot_2940,Basic,3615,Available
2941,217,Pilot_2941,Advanced,3001,Available
2942,3,Pilot_2942,Intermediate,3162,Available
2943,54,Pilot_2943,Intermediate,3469,On Leave
2944,420,Pilot_2944,Basic,1320,Available
2945,265,Pilot_2945,Intermediate,2298,On Leave
2946,320,Pilot_2946,Basic,2630,On Leave
2947,291,Pilot_2947,Intermediate,3733,In Training
2948,38,Pilot_2948,Intermediate,1941,Available
2949,189,Pilot_2949,Intermediate,2403,Available
2950,14,Pilot_2950,Intermediate,4668,Available
2951,237,Pilot_2951,Advanced,629,In Training
2952,423,Pilot_2952,Intermediate,3058,In Training
2953,324,Pilot_2953,Advanced,3443,On Leave
2954,39,Pilot_2954,Intermediate,4191,Available
2955,311,Pilot_2955,Intermediate,2748,Available
2956,58,Pilot_2956,Intermediate,2194,On Leave
2957,105,Pilot_2957,Intermediate,2205,Available
2958,470,Pilot_2958,Basic,3384,In Training
2959,317,Pilot_2959,Intermediate,1918,On Leave
2960,416,Pilot_2960,Intermediate,4168,On Leave
2961,375,Pilot_2961,Basic,2934,Available
2962,450,Pilot_2962,Advanced,2591,On Leave
2963,126,Pilot_2963,Intermediate,4059,Available
2964,353,Pilot_2964,Basic,1737,Available
2965,77,Pilot_2965,Intermediate,4045,Available
2966,455,Pilot_2966,Basic,2616,Available
2967,137,Pilot_2967,Advanced,4396,On Leave
2968,10,Pilot_2968,Intermediate,1056,In Training
2969,421,Pilot_2969,Basic,2225,In Training
2970,388,Pilot_2970,Advanced,1275,Available
2971,470,Pilot_2971,Intermediate,4372,In Training
2972,373,Pilot_2972,Basic,3131,On Leave
2973,440,Pilot_2973,Advanced,4684,On Leave
2974,371,Pilot_2974,Basic,735,Available
2975,234,Pilot_2975,Intermediate,787,On Leave
2976,330,Pilot_2976,Basic,4869,In Training
2977,317,Pilot_2977,Basic,4565,Available
2978,253,Pilot_2978,Intermediate,4869,On Leave
2979,460,Pilot_2979,Basic,1598,On Leave
2980,8,Pilot_2980,Basic,3573,In Training
2981,114,Pilot_2981,Intermediate,1102,In Training
2982,338,Pilot_2982,Advanced,2096,On Leave
2983,269,Pilot_2983,Intermediate,1916,Available
2984,394,Pilot_2984,Intermediate,1613,Available
2985,392,Pilot_2985,Intermediate,4027,On Leave
2986,98,Pilot_2986,Advanced,646,Available
2987,256,Pilot_2987,Advanced,3132,In Training
2988,337,Pilot_2988,Basic,1851,On Leave
2989,41,Pilot_2989,Intermediate,4886,In Training
2990,454,Pilot_2990,Basic,4592,Available
2991,486,Pilot_2991,Basic,4789,Available
2992,212,Pilot_2992,Intermediate,2350,On Leave
2993,368,Pilot_2993,Intermediate,2459,In Training
2994,369,Pilot_2994,Intermediate,4335,In Training
2995,124,Pilot_2995,Intermediate,3821,On Leave
2996,40,Pilot_2996,Advanced,1322,Available
2997,360,Pilot_2997,Advanced,2244,On Leave
2998,381,Pilot_2998,Advanced,3882,On Leave
2999,196,Pilot_2999,Advanced,585,In Training
3000,111,Pilot_3000,Intermediate,3917,Available
3001,482,Pilot_3001,Intermediate,4640,Available
3002,284,Pilot_3002,Advanced,4642,In Training
3003,454,Pilot_3003,Basic,3073,On Leave
3004,440,Pilot_3004,Basic,1193,In Training
3005,323,Pilot_3005,Intermediate,3788,On Leave
3006,83,Pilot_3006,Intermediate,981,Available
3007,383,Pilot_3007,Intermediate,2275,In Training
3008,126,Pilot_3008,Advanced,3723,In Training
3009,99,Pilot_3009,Basic,3390,In Training
3010,356,Pilot_3010,Basic,4457,In Training
3011,63,Pilot_3011,Intermediate,746,In Training
3012,478,Pilot_3012,Intermediate,4196,In Training
3013,34,Pilot_3013,Intermediate,1084,On Leave
3014,118,Pilot_3014,Advanced,4092,Available
3015,300,Pilot_3015,Intermediate,2027,In Training
3016,198,Pilot_3016,Advanced,1023,Available
3017,436,Pilot_3017,Advanced,4326,On Leave
3018,454,Pilot_3018,Intermediate,1810,In Training
3019,24,Pilot_3019,Intermediate,1728,On Leave
3020,76,Pilot_3020,Intermediate,1786,On Leave
3021,272,Pilot_3021,Intermediate,2521,In Training
3022,105,Pilot_3022,Intermediate,511,On Leave
3023,81,Pilot_3023,Advanced,1538,In Training
3024,388,Pilot_3024,Basic,4560,Available
3025,308,Pilot_3025,Intermediate,3234,On Leave
3026,270,Pilot_3026,Advanced,2090,Available
3027,152,Pilot_3027,Basic,2167,On Leave
3028,237,Pilot_3028,Basic,4728,On Leave
3029,410,Pilot_3029,Intermediate,4432,In Training
3030,331,Pilot_3030,Intermediate,4714,In Training
3031,471,Pilot_3031,Advanced,3784,On Leave
3032,118,Pilot_3032,Intermediate,3100,On Leave
3033,402,Pilot_3033,Intermediate,4332,On Leave
3034,201,Pilot_3034,Basic,4139,On Leave
3035,386,Pilot_3035,Intermediate,2093,In Training
3036,380,Pilot_3036,Basic,4321,On Leave
3037,265,Pilot_3037,Basic,1837,Available
3038,192,Pilot_3038,Basic,1908,On Leave
3039,458,Pilot_3039,Advanced,1163,Available
3040,100,Pilot_3040,Intermediate,2711,Available
3041,431,Pilot_3041,Intermediate,2990,Available
3042,237,Pilot_3042,Advanced,3417,In Training
3043,322,Pilot_3043,Intermediate,2174,In Training
3044,173,Pilot_3044,Intermediate,2474,On Leave
3045,31,Pilot_3045,Advanced,618,Available
3046,110,Pilot_3046,Advanced,727,In Training
3047,390,Pilot_3047,Intermediate,4260,On Leave
3048,4,Pilot_3048,Intermediate,1575,On Leave
3049,43,Pilot_3049,Advanced,2121,In Training
3050,251,Pilot_3050,Intermediate,1570,On Leave
3051,73,Pilot_3051,Advanced,1889,On Leave
3052,214,Pilot_3052,Advanced,2485,On Leave
3053,183,Pilot_3053,Intermediate,1199,In Training
3054,263,Pilot_3054,Intermediate,3721,On Leave
3055,37,Pilot_3055,Intermediate,3412,In Training
3056,67,Pilot_3056,Basic,2994,Available
3057,309,Pilot_3057,Advanced,2248,In Training
3058,26,Pilot_3058,Basic,1463,On Leave
3059,193,Pilot_3059,Intermediate,4838,Available
3060,484,Pilot_3060,Intermediate,1018,On Leave
3061,114,Pilot_3061,Intermediate,2251,In Training
3062,33,Pilot_3062,Intermediate,3832,On Leave
3063,73,Pilot_3063,Intermediate,1808,In Training
3064,357,Pilot_3064,Basic,3672,In Training
3065,42,Pilot_3065,Intermediate,4195,In Training
3066,12,Pilot_3066,Basic,1238,Available
3067,192,Pilot_3067,Basic,2738,On Leave
3068,281,Pilot_3068,Intermediate,3811,Available
3069,211,Pilot_3069,Advanced,2954,On Leave
3070,385,Pilot_3070,Intermediate,3851,In Training
3071,261,Pilot_3071,Intermediate,739,On Leave
3072,236,Pilot_3072,Basic,3740,In Training
3073,26,Pilot_3073,Intermediate,4344,Available
3074,64,Pilot_3074,Basic,977,Available
3075,256,Pilot_3075,Advanced,607,On Leave
3076,209,Pilot_3076,Intermediate,1701,On Leave
3077,124,Pilot_3077,Intermediate,1829,In Training
3078,66,Pilot_3078,Basic,4425,Available
3079,244,Pilot_3079,Intermediate,1683,In Training
3080,293,Pilot_3080,Intermediate,2206,Available
3081,59,Pilot_3081,Intermediate,3033,On Leave
3082,24,Pilot_3082,Basic,2736,On Leave
3083,358,Pilot_3083,Advanced,775,In Training
3084,384,Pilot_3084,Intermediate,3546,In Training
3085,462,Pilot_3085,Basic,2761,Available
3086,44,Pilot_3086,Intermediate,4856,Available
3087,113,Pilot_3087,Basic,2516,In Training
3088,471,Pilot_3088,Advanced,2930,In Training
3089,139,Pilot_3089,Intermediate,4199,On Leave
3090,280,Pilot_3090,Basic,2593,Available
3091,219,Pilot_3091,Intermediate,2703,Available
3092,216,Pilot_3092,Intermediate,4512,Available
3093,426,Pilot_3093,Intermediate,4984,In Training
3094,150,Pilot_3094,Intermediate,1663,On Leave
3095,187,Pilot_3095,Advanced,3606,Available
3096,442,Pilot_3096,Basic,2115,Available
3097,251,Pilot_3097,Basic,1013,Available
3098,140,Pilot_3098,Advanced,4492,In Training
3099,269,Pilot_3099,Advanced,1487,Available
3100,180,Pilot_3100,Intermediate,1248,In Training
3101,172,Pilot_3101,Basic,4364,On Leave
3102,284,Pilot_3102,Intermediate,934,In Training
3103,368,Pilot_3103,Basic,3728,Available
3104,110,Pilot_3104,Basic,618,Available
3105,113,Pilot_3105,Intermediate,974,In Training
3106,241,Pilot_3106,Intermediate,2343,In Training
3107,357,Pilot_3107,Intermediate,1760,Available
3108,264,Pilot_3108,Intermediate,1038,In Training
3109,66,Pilot_3109,Advanced,2263,On Leave
3110,496,Pilot_3110,Intermediate,3615,Available
3111,473,Pilot_3111,Intermediate,4860,On Leave
3112,498,Pilot_3112,Intermediate,2527,On Leave
3113,98,Pilot_3113,Intermediate,3529,On Leave
3114,394,Pilot_3114,Advanced,1594,On Leave
3115,166,Pilot_3115,Intermediate,662,Available
3116,352,Pilot_3116,Intermediate,2793,In Training
3117,337,Pilot_3117,Intermediate,4534,In Training
3118,398,Pilot_3118,Basic,3625,On Leave
3119,478,Pilot_3119,Advanced,4128,On Leave
3120,480,Pilot_3120,Intermediate,841,In Training
3121,363,Pilot_3121,Basic,1524,On Leave
3122,370,Pilot_3122,Advanced,3306,Available
3123,211,Pilot_3123,Basic,3919,On Leave
3124,390,Pilot_3124,Basic,2997,In Training
3125,269,Pilot_3125,Advanced,3376,On Leave
3126,440,Pilot_3126,Intermediate,4583,Available
3127,285,Pilot_3127,Advanced,956,Available
3128,311,Pilot_3128,Intermediate,878,In Training
3129,434,Pilot_3129,Intermediate,905,In Training
3130,438,Pilot_3130,Advanced,1291,On Leave
3131,141,Pilot_3131,Basic,578,On Leave
3132,434,Pilot_3132,Intermediate,4623,In Training
3133,47,Pilot_3133,Intermediate,2407,In Training
3134,248,Pilot_3134,Basic,3170,On Leave
3135,273,Pilot_3135,Advanced,3448,On Leave
3136,480,Pilot_3136,Intermediate,3713,In Training
3137,434,Pilot_3137,Basic,4147,In Training
3138,288,Pilot_3138,Advanced,4055,In Training
3139,22,Pilot_3139,Intermediate,1204,On Leave
3140,102,Pilot_3140,Intermediate,1802,In Training
3141,460,Pilot_3141,Basic,1763,On Leave
3142,378,Pilot_3142,Advanced,1802,In Training
3143,5,Pilot_3143,Advanced,2831,On Leave
3144,308,Pilot_3144,Intermediate,2686,Available
3145,33,Pilot_3145,Intermediate,4878,In Training
3146,456,Pilot_3146,Intermediate,933,In Training
3147,273,Pilot_3147,Basic,1296,Available
3148,313,Pilot_3148,Basic,1486,On Leave
3149,278,Pilot_3149,Intermediate,3917,In Training
3150,239,Pilot_3150,Advanced,2937,Available
3151,197,Pilot_3151,Intermediate,805,Available
3152,126,Pilot_3152,Basic,1039,Available
3153,99,Pilot_3153,Basic,1065,On Leave
3154,28,Pilot_3154,Intermediate,654,Available
3155,139,Pilot_3155,Intermediate,3380,Available
3156,255,Pilot_3156,Intermediate,3119,Available
3157,459,Pilot_3157,Basic,3507,Available
3158,384,Pilot_3158,Intermediate,1445,On Leave
3159,271,Pilot_3159,Basic,4662,In Training
3160,426,Pilot_3160,Intermediate,3818,Available
3161,58,Pilot_3161,Advanced,1032,On Leave
3162,490,Pilot_3162,Intermediate,2849,On Leave
3163,75,Pilot_3163,Intermediate,1573,Available
3164,143,Pilot_3164,Intermediate,1397,On Leave
3165,209,Pilot_3165,Intermediate,3152,In Training
3166,313,Pilot_3166,Intermediate,1420,Available
3167,308,Pilot_3167,Intermediate,501,Available
3168,333,Pilot_3168,Intermediate,2024,In Training
3169,330,Pilot_3169,Intermediate,2143,Available
3170,105,Pilot_3170,Basic,731,On Leave
3171,11,Pilot_3171,Intermediate,1143,In Training
3172,424,Pilot_3172,Basic,2002,In Training
3173,184,Pilot_3173,Intermediate,1901,On Leave
3174,427,Pilot_3174,Basic,4953,In Training
3175,429,Pilot_3175,Intermediate,4952,Available
3176,332,Pilot_3176,Intermediate,2263,On Leave
3177,146,Pilot_3177,Basic,4060,On Leave
3178,49,Pilot_3178,Intermediate,3004,Available
3179,395,Pilot_3179,Intermediate,3117,Available
3180,107,Pilot_3180,Intermediate,4302,On Leave
3181,347,Pilot_3181,Basic,3370,On Leave
3182,394,Pilot_3182,Intermediate,2557,In Training
3183,157,Pilot_3183,Intermediate,2163,On Leave
3184,231,Pilot_3184,Intermediate,3455,In Training
3185,244,Pilot_3185,Basic,3804,On Leave
3186,195,Pilot_3186,Advanced,3932,In Training
3187,144,Pilot_3187,Basic,4933,Available
3188,128,Pilot_3188,Intermediate,3311,In Training
3189,243,Pilot_3189,Basic,1879,Available
3190,250,Pilot_3190,Intermediate,3345,On Leave
3191,287,Pilot_3191,Intermediate,2747,In Training
3192,55,Pilot_3192,Intermediate,1390,On Leave
3193,70,Pilot_3193,Intermediate,3887,In Training
3194,252,Pilot_3194,Advanced,3693,On Leave
3195,429,Pilot_3195,Intermediate,2119,In Training
3196,387,Pilot_3196,Intermediate,1515,Available
3197,328,Pilot_3197,Advanced,4163,In Training
3198,438,Pilot_3198,Basic,4479,In Training
3199,241,Pilot_3199,Basic,3399,In Training
3200,120,Pilot_3200,Intermediate,2744,In Training
3201,34,Pilot_3201,Intermediate,1544,In Training
3202,4,Pilot_3202,Basic,4170,On Leave
3203,13,Pilot_3203,Intermediate,4054,In Training
3204,108,Pilot_3204,Basic,2585,On Leave
3205,478,Pilot_3205,Intermediate,3398,On Leave
3206,424,Pilot_3206,Basic,2154,In Training
3207,431,Pilot_3207,Advanced,1388,On Leave
3208,234,Pilot_3208,Intermediate,2960,In Training
3209,201,Pilot_3209,Advanced,730,On Leave
3210,302,Pilot_3210,Advanced,2920,Available
3211,461,Pilot_3211,Advanced,1630,In Training
3212,481,Pilot_3212,Intermediate,4872,In Training
3213,485,Pilot_3213,Intermediate,3385,In Training
3214,227,Pilot_3214,Basic,2157,On Leave
3215,282,Pilot_3215,Intermediate,2945,In Training
3216,133,Pilot_3216,Intermediate,1757,Available
3217,18,Pilot_3217,Basic,527,On Leave
3218,341,Pilot_3218,Intermediate,3455,In Training
3219,370,Pilot_3219,Basic,4146,In Training
3220,40,Pilot_3220,Intermediate,2388,On Leave
3221,61,Pilot_3221,Intermediate,3284,Available
3222,418,Pilot_3222,Basic,4762,On Leave
3223,254,Pilot_3223,Basic,4881,Available
3224,36,Pilot_3224,Intermediate,986,On Leave
3225,462,Pilot_3225,Intermediate,590,On Leave
3226,463,Pilot_3226,Advanced,2612,Available
3227,126,Pilot_3227,Intermediate,4879,Available
3228,53,Pilot_3228,Advanced,1559,In Training
3229,430,Pilot_3229,Basic,690,In Training
3230,476,Pilot_3230,Basic,4101,Available
3231,223,Pilot_3231,Intermediate,3685,On Leave
3232,5,Pilot_3232,Basic,4368,Available
3233,202,Pilot_3233,Intermediate,4613,In Training
3234,340,Pilot_3234,Basic,2549,Available
3235,345,Pilot_3235,Basic,4776,On Leave
3236,287,Pilot_3236,Basic,1387,On Leave
3237,121,Pilot_3237,Advanced,3602,On Leave
3238,154,Pilot_3238,Intermediate,4082,Available
3239,433,Pilot_3239,Basic,2663,Available
3240,467,Pilot_3240,Intermediate,2310,In Training
3241,197,Pilot_3241,Intermediate,1513,In Training
3242,420,Pilot_3242,Advanced,707,On Leave
3243,211,Pilot_3243,Intermediate,4355,Available
3244,434,Pilot_3244,Advanced,741,Available
3245,482,Pilot_3245,Intermediate,589,Available
3246,228,Pilot_3246,Basic,4746,In Training
3247,309,Pilot_3247,Intermediate,555,On Leave
3248,359,Pilot_3248,Intermediate,4480,In Training
3249,259,Pilot_3249,Intermediate,2952,On Leave
3250,385,Pilot_3250,Intermediate,1517,On Leave
3251,303,Pilot_3251,Intermediate,4592,In Training
3252,213,Pilot_3252,Intermediate,4985,In Training
3253,411,Pilot_3253,Intermediate,549,In Training
3254,101,Pilot_3254,Advanced,4630,In Training
3255,210,Pilot_3255,Basic,2171,In Training
3256,33,Pilot_3256,Basic,3703,Available
3257,127,Pilot_3257,Intermediate,1840,On Leave
3258,489,Pilot_3258,Advanced,2500,On Leave
3259,25,Pilot_3259,Advanced,2454,In Training
3260,115,Pilot_3260,Advanced,1732,On Leave
3261,176,Pilot_3261,Basic,3137,In Training
3262,145,Pilot_3262,Intermediate,2480,On Leave
3263,227,Pilot_3263,Intermediate,4948,In Training
3264,92,Pilot_3264,Intermediate,653,In Training
3265,420,Pilot_3265,Intermediate,1600,In Training
3266,430,Pilot_3266,Intermediate,3725,In Training
3267,315,Pilot_3267,Basic,1667,On Leave
3268,156,Pilot_3268,Intermediate,4470,In Training
3269,53,Pilot_3269,Basic,4188,On Leave
3270,477,Pilot_3270,Advanced,604,On Leave
3271,325,Pilot_3271,Intermediate,3635,In Training
3272,169,Pilot_3272,Intermediate,4258,In Training
3273,3,Pilot_3273,Basic,1791,On Leave
3274,72,Pilot_3274,Intermediate,4877,On Leave
3275,292,Pilot_3275,Advanced,4342,Available
3276,403,Pilot_3276,Intermediate,3251,Available
3277,46,Pilot_3277,Advanced,4556,On Leave
3278,461,Pilot_3278,Intermediate,1608,Available
3279,344,Pilot_3279,Advanced,4882,On Leave
3280,489,Pilot_3280,Intermediate,1703,In Training
3281,476,Pilot_3281,Basic,3394,Available
3282,90,Pilot_3282,Advanced,1294,Available
3283,33,Pilot_3283,Intermediate,923,In Training
3284,459,Pilot_3284,Basic,4051,Available
3285,159,Pilot_3285,Basic,3659,In Training
3286,480,Pilot_3286,Basic,4766,In Training
3287,29,Pilot_3287,Basic,3462,On Leave
3288,453,Pilot_3288,Basic,2280,Available
3289,69,Pilot_3289,Intermediate,2259,In Training
3290,87,Pilot_3290,Intermediate,4416,Available
3291,360,Pilot_3291,Intermediate,853,On Leave
3292,447,Pilot_3292,Intermediate,4059,In Training
3293,258,Pilot_3293,Advanced,1740,On Leave
3294,460,Pilot_3294,Basic,2687,In Training
3295,335,Pilot_3295,Intermediate,1403,On Leave
3296,363,Pilot_3296,Basic,4693,On Leave
3297,229,Pilot_3297,Advanced,4947,Available
3298,22,Pilot_3298,Basic,3059,In Training
3299,490,Pilot_3299,Intermediate,4285,On Leave
3300,70,Pilot_3300,Basic,4646,In Training
3301,135,Pilot_3301,Intermediate,2605,On Leave
3302,264,Pilot_3302,Basic,1329,Available
3303,491,Pilot_3303,Intermediate,1847,In Training
3304,219,Pilot_3304,Advanced,2438,On Leave
3305,141,Pilot_3305,Intermediate,3740,Available
3306,290,Pilot_3306,Intermediate,2479,In Training
3307,238,Pilot_3307,Advanced,1190,Available
3308,442,Pilot_3308,Intermediate,3856,Available
3309,146,Pilot_3309,Intermediate,4648,On Leave
3310,403,Pilot_3310,Advanced,4901,Available
3311,149,Pilot_3311,Basic,3739,Available
3312,98,Pilot_3312,Intermediate,851,Available
3313,312,Pilot_3313,Intermediate,3203,Available
3314,220,Pilot_3314,Intermediate,587,Available
3315,167,Pilot_3315,Basic,3622,In Training
3316,176,Pilot_3316,Advanced,1153,On Leave
3317,449,Pilot_3317,Intermediate,3792,On Leave
3318,437,Pilot_3318,Basic,1669,Available
3319,171,Pilot_3319,Intermediate,1874,On Leave
3320,444,Pilot_3320,Intermediate,4495,Available
3321,189,Pilot_3321,Advanced,4029,Available
3322,475,Pilot_3322,Basic,2044,On Leave
3323,309,Pilot_3323,Basic,4876,On Leave
3324,129,Pilot_3324,Intermediate,1537,Available
3325,325,Pilot_3325,Basic,504,Available
3326,35,Pilot_3326,Basic,3407,Available
3327,176,Pilot_3327,Intermediate,1773,Available
3328,432,Pilot_3328,Intermediate,945,On Leave
3329,277,Pilot_3329,Intermediate,1775,Available
3330,344,Pilot_3330,Intermediate,1333,In Training
3331,292,Pilot_3331,Basic,3373,In Training
3332,316,Pilot_3332,Intermediate,4983,In Training
3333,129,Pilot_3333,Intermediate,2776,On Leave
3334,439,Pilot_3334,Intermediate,920,On Leave
3335,57,Pilot_3335,Intermediate,2704,On Leave
3336,130,Pilot_3336,Advanced,2493,Available
3337,43,Pilot_3337,Intermediate,2810,In Training
3338,386,Pilot_3338,Intermediate,940,Available
3339,342,Pilot_3339,Intermediate,1137,On Leave
3340,196,Pilot_3340,Intermediate,3855,Available
3341,461,Pilot_3341,Basic,1578,In Training
3342,253,Pilot_3342,Advanced,3643,In Training
3343,373,Pilot_3343,Intermediate,2290,On Leave
3344,408,Pilot_3344,Intermediate,1668,On Leave
3345,454,Pilot_3345,Basic,917,On Leave
3346,136,Pilot_3346,Intermediate,3180,In Training
3347,261,Pilot_3347,Intermediate,1587,On Leave
3348,492,Pilot_3348,Basic,2811,In Training
3349,27,Pilot_3349,Intermediate,2228,In Training
3350,299,Pilot_3350,Intermediate,3362,On Leave
3351,52,Pilot_3351,Intermediate,4154,On Leave
3352,220,Pilot_3352,Basic,4256,On Leave
3353,209,Pilot_3353,Intermediate,1069,Available
3354,343,Pilot_3354,Intermediate,3412,Available
3355,93,Pilot_3355,Intermediate,3458,In Training
3356,66,Pilot_3356,Intermediate,1191,Available
3357,382,Pilot_3357,Basic,674,On Leave
3358,366,Pilot_3358,Intermediate,1464,Available
3359,101,Pilot_3359,Intermediate,4508,Available
3360,8,Pilot_3360,Basic,2241,On Leave
3361,25,Pilot_3361,Basic,2728,Available
3362,54,Pilot_3362,Intermediate,4989,In Training
3363,126,Pilot_3363,Intermediate,1750,On Leave
3364,92,Pilot_3364,Intermediate,4753,In Training
3365,423,Pilot_3365,Basic,2344,In Training
3366,410,Pilot_3366,Basic,4952,In Training
3367,389,Pilot_3367,Intermediate,4968,In Training
3368,482,Pilot_3368,Intermediate,3355,Available
3369,48,Pilot_3369,Advanced,1622,On Leave
3370,168,Pilot_3370,Intermediate,1093,On Leave
3371,394,Pilot_3371,Intermediate,2325,In Training
3372,305,Pilot_3372,Intermediate,3830,Available
3373,470,Pilot_3373,Intermediate,1334,Available
3374,196,Pilot_3374,Basic,2973,In Training
3375,156,Pilot_3375,Intermediate,4207,On Leave
3376,402,Pilot_3376,Intermediate,3289,Available
3377,419,Pilot_3377,Basic,4082,On Leave
3378,140,Pilot_3378,Advanced,4969,Available
3379,284,Pilot_3379,Advanced,3072,Available
3380,244,Pilot_3380,Advanced,3941,On Leave
3381,61,Pilot_3381,Basic,1097,In Training
3382,50,Pilot_3382,Intermediate,4199,Available
3383,238,Pilot_3383,Basic,675,Available
3384,355,Pilot_3384,Advanced,3187,On Leave
3385,449,Pilot_3385,Intermediate,638,In Training
3386,171,Pilot_3386,Intermediate,2499,Available
3387,19,Pilot_3387,Intermediate,2426,Available
3388,141,Pilot_3388,Advanced,4243,On Leave
3389,41,Pilot_3389,Advanced,3788,On Leave
3390,68,Pilot_3390,Intermediate,4926,Available
3391,167,Pilot_3391,Intermediate,970,In Training
3392,73,Pilot_3392,Advanced,1934,On Leave
3393,179,Pilot_3393,Intermediate,3590,Available
3394,340,Pilot_3394,Intermediate,3643,In Training
3395,216,Pilot_3395,Advanced,681,Available
3396,267,Pilot_3396,Intermediate,2919,Available
3397,401,Pilot_3397,Intermediate,4614,Available
3398,348,Pilot_3398,Intermediate,1835,Available
3399,23,Pilot_3399,Intermediate,1974,On Leave
3400,279,Pilot_3400,Intermediate,690,Available
3401,181,Pilot_3401,Intermediate,1328,Available
3402,12,Pilot_3402,Intermediate,749,In Training
3403,51,Pilot_3403,Intermediate,505,Available
3404,392,Pilot_3404,Basic,4738,On Leave
3405,377,Pilot_3405,Intermediate,2569,Available
3406,352,Pilot_3406,Intermediate,4612,On Leave
3407,244,Pilot_3407,Advanced,4093,In Training
3408,343,Pilot_3408,Basic,3711,On Leave
3409,82,Pilot_3409,Basic,4684,In Training
3410,168,Pilot_3410,Intermediate,3966,In Training
3411,115,Pilot_3411,Intermediate,4456,In Training
3412,68,Pilot_3412,Basic,3753,On Leave
3413,413,Pilot_3413,Intermediate,1870,On Leave
3414,18,Pilot_3414,Advanced,1905,Available
3415,151,Pilot_3415,Intermediate,4369,In Training
3416,288,Pilot_3416,Intermediate,4097,On Leave
3417,499,Pilot_3417,Advanced,4613,Available
