Record_ID,Aircraft_ID,Date,Status,Reason
13893,167,2024-11-08,Mission Capable,Awaiting Parts
13894,42,2024-05-06,Mission Capable,Awaiting Parts
13895,22,2024-04-18,Mission Capable,Under Maintenance
13896,185,2024-08-31,Partially Mission Capable,Fully Operational
13897,46,2024-07-16,Mission Capable,Crew Shortage
13898,480,2024-09-19,Partially Mission Capable,Under Maintenance
13899,177,2024-04-05,Mission Capable,Awaiting Parts
13900,365,2024-04-19,Partially Mission Capable,Fully Operational
13901,328,2024-09-02,Partially Mission Capable,Awaiting Parts
13902,197,2024-05-05,Partially Mission Capable,Under Maintenance
13903,366,2024-07-07,Mission Capable,Awaiting Parts
13904,372,2024-10-08,Mission Capable,Fully Operational
13905,118,2024-04-09,Mission Capable,Crew Shortage
13906,68,2024-10-03,Partially Mission Capable,Crew Shortage
13907,361,2024-03-18,Non-Mission Capable,Under Maintenance
13908,398,2024-03-12,Non-Mission Capable,Crew Shortage
13909,368,2024-02-03,Mission Capable,Awaiting Parts
13910,43,2024-04-10,Mission Capable,Under Maintenance
13911,385,2024-12-14,Mission Capable,Fully Operational
13912,134,2024-02-03,Partially Mission Capable,Crew Shortage
13913,154,2024-11-28,Non-Mission Capable,Under Maintenance
13914,162,2024-08-20,Partially Mission Capable,Under Maintenance
13915,229,2024-09-29,Partially Mission Capable,Fully Operational
13916,41,2024-06-21,Mission Capable,Under Maintenance
13917,89,2024-09-03,Mission Capable,Fully Operational
13918,194,2024-08-03,Mission Capable,Crew Shortage
13919,172,2024-10-09,Partially Mission Capable,Awaiting Parts
13920,148,2024-09-02,Mission Capable,Awaiting Parts
13921,77,2024-12-22,Mission Capable,Fully Operational
13922,302,2024-08-30,Mission Capable,Under Maintenance
13923,228,2024-03-07,Partially Mission Capable,Awaiting Parts
13924,361,2024-05-31,Non-Mission Capable,Awaiting Parts
13925,200,2024-11-05,Partially Mission Capable,Awaiting Parts
13926,450,2024-07-05,Partially Mission Capable,Fully Operational
13927,142,2024-12-11,Partially Mission Capable,Crew Shortage
13928,132,2024-08-03,Mission Capable,Crew Shortage
13929,151,2024-07-16,Non-Mission Capable,Fully Operational
13930,184,2024-03-15,Mission Capable,Under Maintenance
13931,121,2024-08-27,Partially Mission Capable,Fully Operational
13932,56,2024-01-27,Mission Capable,Fully Operational
13933,492,2024-12-27,Mission Capable,Crew Shortage
13934,221,2024-11-13,Partially Mission Capable,Under Maintenance
13935,362,2024-11-06,Mission Capable,Under Maintenance
13936,398,2024-09-17,Mission Capable,Awaiting Parts
13937,14,2024-02-05,Mission Capable,Under Maintenance
13938,409,2024-05-27,Partially Mission Capable,Crew Shortage
13939,281,2024-06-27,Mission Capable,Fully Operational
13940,139,2024-01-05,Mission Capable,Fully Operational
13941,170,2024-03-06,Partially Mission Capable,Fully Operational
13942,401,2024-03-09,Mission Capable,Fully Operational
13943,256,2024-09-07,Mission Capable,Crew Shortage
13944,345,2024-08-19,Mission Capable,Crew Shortage
13945,416,2024-08-14,Partially Mission Capable,Under Maintenance
13946,75,2024-01-22,Mission Capable,Under Maintenance
13947,279,2024-12-01,Non-Mission Capable,Fully Operational
13948,470,2024-07-28,Non-Mission Capable,Awaiting Parts
13949,247,2024-03-27,Mission Capable,Crew Shortage
13950,272,2024-03-14,Mission Capable,Awaiting Parts
13951,405,2024-10-08,Mission Capable,Under Maintenance
13952,380,2024-08-23,Mission Capable,Crew Shortage
13953,46,2024-05-04,Partially Mission Capable,Fully Operational
13954,98,2024-03-03,Partially Mission Capable,Crew Shortage
13955,128,2024-05-18,Mission Capable,Under Maintenance
13956,272,2024-08-25,Partially Mission Capable,Under Maintenance
13957,370,2024-03-10,Partially Mission Capable,Fully Operational
13958,260,2024-05-23,Partially Mission Capable,Fully Operational
13959,301,2024-08-06,Partially Mission Capable,Under Maintenance
13960,44,2024-02-29,Mission Capable,Awaiting Parts
13961,117,2024-02-09,Mission Capable,Crew Shortage
13962,265,2024-03-08,Mission Capable,Under Maintenance
13963,24,2024-12-06,Partially Mission Capable,Fully Operational
13964,397,2024-01-23,Partially Mission Capable,Fully Operational
13965,357,2024-03-10,Partially Mission Capable,Under Maintenance
13966,493,2024-12-14,Mission Capable,Under Maintenance
13967,162,2024-12-30,Mission Capable,Fully Operational
13968,326,2024-04-30,Non-Mission Capable,Under Maintenance
13969,470,2024-07-07,Mission Capable,Under Maintenance
13970,313,2024-08-06,Partially Mission Capable,Awaiting Parts
13971,496,2024-10-24,Partially Mission Capable,Awaiting Parts
13972,213,2024-10-05,Mission Capable,Awaiting Parts
13973,448,2024-03-05,Mission Capable,Under Maintenance
13974,261,2024-01-08,Mission Capable,Under Maintenance
13975,495,2024-06-28,Mission Capable,Crew Shortage
13976,152,2024-05-02,Partially Mission Capable,Fully Operational
13977,252,2024-01-24,Mission Capable,Crew Shortage
13978,372,2024-01-30,Mission Capable,Fully Operational
13979,61,2024-08-23,Mission Capable,Fully Operational
13980,273,2024-12-04,Mission Capable,Fully Operational
13981,281,2024-03-06,Non-Mission Capable,Awaiting Parts
13982,25,2024-08-21,Mission Capable,Awaiting Parts
13983,181,2024-08-09,Mission Capable,Fully Operational
13984,284,2024-05-15,Mission Capable,Crew Shortage
13985,141,2024-09-15,Partially Mission Capable,Awaiting Parts
13986,212,2024-04-19,Partially Mission Capable,Crew Shortage
13987,217,2024-03-31,Mission Capable,Under Maintenance
13988,409,2024-09-12,Partially Mission Capable,Under Maintenance
13989,418,2024-08-02,Mission Capable,Awaiting Parts
13990,81,2024-08-07,Non-Mission Capable,Fully Operational
13991,21,2024-02-05,Mission Capable,Awaiting Parts
13992,175,2024-08-29,Mission Capable,Crew Shortage
13993,487,2024-01-01,Partially Mission Capable,Fully Operational
13994,147,2024-05-17,Mission Capable,Crew Shortage
13995,219,2024-10-08,Mission Capable,Under Maintenance
13996,486,2024-10-13,Mission Capable,Under Maintenance
13997,6,2024-01-09,Mission Capable,Crew Shortage
13998,393,2024-02-24,Partially Mission Capable,Crew Shortage
13999,379,2024-10-16,Mission Capable,Under Maintenance
14000,340,2024-07-04,Mission Capable,Under Maintenance
14001,228,2024-10-15,Partially Mission Capable,Fully Operational
14002,66,2024-10-27,Mission Capable,Crew Shortage
14003,316,2024-04-09,Mission Capable,Under Maintenance
14004,322,2024-08-21,Mission Capable,Crew Shortage
14005,315,2024-08-02,Partially Mission Capable,Crew Shortage
14006,26,2024-02-09,Mission Capable,Fully Operational
14007,167,2024-05-22,Mission Capable,Under Maintenance
14008,90,2024-04-11,Mission Capable,Awaiting Parts
14009,449,2024-04-22,Partially Mission Capable,Crew Shortage
14010,432,2024-02-10,Mission Capable,Fully Operational
14011,400,2024-01-08,Mission Capable,Crew Shortage
14012,122,2024-03-27,Partially Mission Capable,Under Maintenance
14013,9,2024-02-10,Mission Capable,Crew Shortage
14014,142,2024-04-28,Partially Mission Capable,Awaiting Parts
14015,144,2024-02-08,Partially Mission Capable,Under Maintenance
14016,450,2024-11-02,Partially Mission Capable,Awaiting Parts
14017,298,2024-03-05,Mission Capable,Crew Shortage
14018,7,2024-09-07,Partially Mission Capable,Under Maintenance
14019,24,2024-12-11,Non-Mission Capable,Crew Shortage
14020,189,2024-01-27,Mission Capable,Awaiting Parts
14021,163,2024-08-15,Partially Mission Capable,Crew Shortage
14022,2,2024-01-19,Mission Capable,Fully Operational
14023,381,2024-11-19,Mission Capable,Fully Operational
14024,455,2024-05-26,Partially Mission Capable,Fully Operational
14025,30,2024-10-10,Mission Capable,Awaiting Parts
14026,244,2024-05-15,Non-Mission Capable,Under Maintenance
14027,408,2024-12-11,Mission Capable,Awaiting Parts
14028,276,2024-05-19,Mission Capable,Fully Operational
14029,416,2024-07-10,Partially Mission Capable,Crew Shortage
14030,205,2024-06-16,Mission Capable,Fully Operational
14031,199,2024-07-28,Mission Capable,Crew Shortage
14032,244,2024-10-23,Mission Capable,Fully Operational
14033,185,2024-04-30,Partially Mission Capable,Crew Shortage
14034,424,2024-09-14,Partially Mission Capable,Under Maintenance
14035,88,2024-10-01,Non-Mission Capable,Crew Shortage
14036,36,2024-04-23,Mission Capable,Fully Operational
14037,484,2024-11-26,Partially Mission Capable,Crew Shortage
14038,172,2024-05-25,Partially Mission Capable,Crew Shortage
14039,281,2024-07-08,Partially Mission Capable,Awaiting Parts
14040,225,2024-08-17,Mission Capable,Crew Shortage
14041,217,2024-07-09,Mission Capable,Fully Operational
14042,307,2024-01-11,Mission Capable,Awaiting Parts
14043,185,2024-07-08,Mission Capable,Fully Operational
14044,438,2024-12-01,Partially Mission Capable,Fully Operational
14045,480,2024-04-23,Mission Capable,Crew Shortage
14046,374,2024-03-25,Mission Capable,Under Maintenance
14047,104,2024-03-21,Mission Capable,Crew Shortage
14048,461,2024-01-01,Mission Capable,Awaiting Parts
14049,397,2024-10-11,Mission Capable,Fully Operational
14050,369,2024-07-17,Partially Mission Capable,Crew Shortage
14051,392,2024-07-31,Mission Capable,Crew Shortage
14052,189,2024-01-19,Partially Mission Capable,Under Maintenance
14053,107,2024-02-07,Mission Capable,Crew Shortage
14054,59,2024-11-04,Non-Mission Capable,Fully Operational
14055,413,2024-04-26,Partially Mission Capable,Under Maintenance
14056,262,2024-04-20,Mission Capable,Awaiting Parts
14057,425,2024-10-01,Mission Capable,Fully Operational
14058,181,2024-01-09,Mission Capable,Crew Shortage
14059,311,2024-05-30,Partially Mission Capable,Awaiting Parts
14060,162,2024-03-03,Partially Mission Capable,Awaiting Parts
14061,419,2024-01-11,Partially Mission Capable,Under Maintenance
14062,490,2024-08-21,Mission Capable,Crew Shortage
14063,261,2024-02-29,Mission Capable,Awaiting Parts
14064,131,2024-05-26,Mission Capable,Awaiting Parts
14065,331,2024-01-12,Mission Capable,Crew Shortage
14066,467,2024-04-06,Partially Mission Capable,Crew Shortage
14067,451,2024-11-08,Mission Capable,Crew Shortage
14068,166,2024-12-22,Mission Capable,Crew Shortage
14069,254,2024-12-21,Mission Capable,Under Maintenance
14070,372,2024-08-14,Mission Capable,Awaiting Parts
14071,63,2024-08-06,Partially Mission Capable,Awaiting Parts
14072,89,2024-08-18,Mission Capable,Fully Operational
14073,234,2024-07-05,Mission Capable,Fully Operational
14074,428,2024-06-12,Partially Mission Capable,Awaiting Parts
14075,320,2024-03-12,Mission Capable,Awaiting Parts
14076,272,2024-08-23,Mission Capable,Crew Shortage
14077,10,2024-04-04,Mission Capable,Crew Shortage
14078,430,2024-07-05,Mission Capable,Awaiting Parts
14079,347,2024-03-06,Mission Capable,Under Maintenance
14080,64,2024-05-12,Partially Mission Capable,Fully Operational
14081,100,2024-07-14,Mission Capable,Crew Shortage
14082,106,2024-03-09,Partially Mission Capable,Crew Shortage
14083,293,2024-07-16,Non-Mission Capable,Awaiting Parts
14084,411,2024-04-07,Mission Capable,Crew Shortage
14085,200,2024-10-06,Mission Capable,Under Maintenance
14086,476,2024-08-02,Mission Capable,Under Maintenance
14087,85,2024-07-01,Mission Capable,Crew Shortage
14088,393,2024-03-12,Mission Capable,Fully Operational
14089,398,2024-03-09,Mission Capable,Crew Shortage
14090,374,2024-02-03,Partially Mission Capable,Fully Operational
14091,495,2024-08-27,Mission Capable,Under Maintenance
14092,251,2024-05-07,Partially Mission Capable,Awaiting Parts
14093,77,2024-11-17,Partially Mission Capable,Awaiting Parts
14094,327,2024-08-06,Mission Capable,Awaiting Parts
14095,108,2024-12-16,Mission Capable,Under Maintenance
14096,228,2024-12-06,Partially Mission Capable,Awaiting Parts
14097,377,2024-11-17,Non-Mission Capable,Crew Shortage
14098,52,2024-11-21,Mission Capable,Under Maintenance
14099,327,2024-08-04,Non-Mission Capable,Fully Operational
14100,270,2024-02-27,Partially Mission Capable,Crew Shortage
14101,383,2024-02-14,Mission Capable,Under Maintenance
14102,16,2024-11-16,Partially Mission Capable,Under Maintenance
14103,287,2024-06-03,Non-Mission Capable,Fully Operational
14104,419,2024-06-13,Mission Capable,Under Maintenance
14105,366,2024-08-02,Partially Mission Capable,Fully Operational
14106,257,2024-12-13,Mission Capable,Under Maintenance
14107,288,2024-09-02,Mission Capable,Awaiting Parts
14108,96,2024-06-09,Mission Capable,Fully Operational
14109,336,2024-03-24,Mission Capable,Awaiting Parts
14110,252,2024-02-26,Partially Mission Capable,Crew Shortage
14111,401,2024-11-23,Mission Capable,Fully Operational
14112,246,2024-04-14,Non-Mission Capable,Awaiting Parts
14113,430,2024-11-12,Mission Capable,Crew Shortage
14114,480,2024-05-29,Mission Capable,Under Maintenance
14115,194,2024-01-01,Non-Mission Capable,Under Maintenance
14116,98,2024-06-06,Mission Capable,Awaiting Parts
14117,379,2024-12-01,Partially Mission Capable,Fully Operational
14118,394,2024-12-07,Mission Capable,Fully Operational
14119,355,2024-10-19,Mission Capable,Fully Operational
14120,165,2024-08-05,Partially Mission Capable,Under Maintenance
14121,258,2024-03-07,Mission Capable,Under Maintenance
14122,3,2024-03-25,Non-Mission Capable,Under Maintenance
14123,161,2024-07-04,Mission Capable,Under Maintenance
14124,402,2024-09-18,Mission Capable,Crew Shortage
14125,146,2024-07-11,Mission Capable,Fully Operational
14126,475,2024-09-02,Non-Mission Capable,Fully Operational
14127,377,2024-04-15,Mission Capable,Fully Operational
14128,50,2024-01-04,Partially Mission Capable,Awaiting Parts
14129,184,2024-05-14,Partially Mission Capable,Awaiting Parts
14130,339,2024-02-14,Non-Mission Capable,Awaiting Parts
14131,152,2024-11-26,Mission Capable,Fully Operational
14132,327,2024-07-14,Mission Capable,Crew Shortage
14133,80,2024-03-10,Mission Capable,Under Maintenance
14134,443,2024-10-24,Mission Capable,Crew Shortage
14135,85,2024-01-05,Partially Mission Capable,Crew Shortage
14136,398,2024-04-15,Mission Capable,Under Maintenance
14137,22,2024-05-21,Mission Capable,Awaiting Parts
14138,413,2024-08-11,Mission Capable,Crew Shortage
14139,106,2024-11-17,Mission Capable,Crew Shortage
14140,431,2024-05-26,Partially Mission Capable,Under Maintenance
14141,56,2024-08-12,Mission Capable,Fully Operational
14142,362,2024-05-22,Non-Mission Capable,Crew Shortage
14143,88,2024-11-05,Mission Capable,Fully Operational
14144,445,2024-08-24,Partially Mission Capable,Under Maintenance
14145,331,2024-04-20,Mission Capable,Fully Operational
14146,207,2024-12-13,Mission Capable,Crew Shortage
14147,5,2024-04-30,Mission Capable,Awaiting Parts
14148,422,2024-06-27,Partially Mission Capable,Under Maintenance
14149,441,2024-04-24,Mission Capable,Awaiting Parts
14150,230,2024-07-13,Mission Capable,Fully Operational
14151,488,2024-08-05,Mission Capable,Awaiting Parts
14152,293,2024-11-18,Mission Capable,Under Maintenance
14153,338,2024-10-25,Mission Capable,Fully Operational
14154,210,2024-01-09,Partially Mission Capable,Under Maintenance
14155,29,2024-10-09,Mission Capable,Under Maintenance
14156,313,2024-01-17,Mission Capable,Fully Operational
14157,267,2024-06-18,Mission Capable,Awaiting Parts
14158,80,2024-10-06,Mission Capable,Under Maintenance
14159,197,2024-03-03,Partially Mission Capable,Crew Shortage
14160,473,2024-01-18,Mission Capable,Awaiting Parts
14161,441,2024-08-30,Partially Mission Capable,Crew Shortage
14162,442,2024-04-30,Mission Capable,Under Maintenance
14163,37,2024-01-18,Mission Capable,Awaiting Parts
14164,18,2024-11-12,Partially Mission Capable,Fully Operational
14165,279,2024-02-03,Mission Capable,Crew Shortage
14166,244,2024-01-31,Mission Capable,Under Maintenance
14167,159,2024-01-02,Mission Capable,Awaiting Parts
14168,328,2024-11-12,Partially Mission Capable,Awaiting Parts
14169,194,2024-05-31,Partially Mission Capable,Under Maintenance
14170,216,2024-03-16,Mission Capable,Awaiting Parts
14171,468,2024-02-04,Partially Mission Capable,Awaiting Parts
14172,21,2024-12-25,Non-Mission Capable,Crew Shortage
14173,27,2024-05-19,Mission Capable,Fully Operational
14174,441,2024-02-08,Non-Mission Capable,Fully Operational
14175,450,2024-04-06,Mission Capable,Fully Operational
14176,48,2024-03-12,Partially Mission Capable,Under Maintenance
14177,62,2024-08-10,Mission Capable,Crew Shortage
14178,404,2024-05-24,Mission Capable,Crew Shortage
14179,378,2024-01-07,Mission Capable,Awaiting Parts
14180,394,2024-08-09,Mission Capable,Fully Operational
14181,180,2024-04-05,Mission Capable,Crew Shortage
14182,35,2024-12-02,Mission Capable,Under Maintenance
14183,384,2024-09-19,Mission Capable,Under Maintenance
14184,425,2024-02-09,Mission Capable,Fully Operational
14185,238,2024-04-11,Partially Mission Capable,Under Maintenance
14186,43,2024-06-15,Partially Mission Capable,Awaiting Parts
14187,482,2024-09-29,Mission Capable,Under Maintenance
14188,246,2024-06-27,Partially Mission Capable,Fully Operational
14189,460,2024-12-15,Partially Mission Capable,Under Maintenance
14190,396,2024-07-19,Mission Capable,Fully Operational
14191,91,2024-09-04,Partially Mission Capable,Fully Operational
14192,497,2024-10-30,Partially Mission Capable,Crew Shortage
14193,344,2024-01-12,Non-Mission Capable,Crew Shortage
14194,20,2024-03-02,Partially Mission Capable,Under Maintenance
14195,453,2024-04-10,Partially Mission Capable,Fully Operational
14196,68,2024-06-06,Mission Capable,Awaiting Parts
14197,455,2024-08-10,Partially Mission Capable,Crew Shortage
14198,233,2024-12-14,Partially Mission Capable,Fully Operational
14199,177,2024-10-30,Partially Mission Capable,Under Maintenance
14200,305,2024-03-05,Partially Mission Capable,Awaiting Parts
14201,332,2024-08-05,Partially Mission Capable,Crew Shortage
14202,380,2024-06-20,Mission Capable,Awaiting Parts
14203,232,2024-12-25,Mission Capable,Crew Shortage
14204,398,2024-12-30,Mission Capable,Crew Shortage
14205,309,2024-03-05,Mission Capable,Fully Operational
14206,21,2024-03-12,Mission Capable,Under Maintenance
14207,54,2024-08-25,Mission Capable,Under Maintenance
14208,442,2024-03-19,Mission Capable,Under Maintenance
14209,288,2024-07-26,Mission Capable,Fully Operational
14210,155,2024-02-17,Mission Capable,Fully Operational
14211,250,2024-03-26,Mission Capable,Under Maintenance
14212,490,2024-12-03,Partially Mission Capable,Crew Shortage
14213,189,2024-08-19,Partially Mission Capable,Under Maintenance
14214,13,2024-04-04,Mission Capable,Crew Shortage
14215,45,2024-11-10,Mission Capable,Crew Shortage
14216,394,2024-07-20,Non-Mission Capable,Under Maintenance
14217,72,2024-07-30,Mission Capable,Crew Shortage
14218,194,2024-03-25,Mission Capable,Fully Operational
14219,298,2024-10-11,Mission Capable,Fully Operational
14220,292,2024-09-24,Partially Mission Capable,Crew Shortage
14221,372,2024-12-09,Mission Capable,Fully Operational
14222,67,2024-10-11,Partially Mission Capable,Crew Shortage
14223,443,2024-02-27,Mission Capable,Awaiting Parts
14224,158,2024-05-07,Mission Capable,Awaiting Parts
14225,207,2024-05-28,Non-Mission Capable,Awaiting Parts
14226,190,2024-12-10,Mission Capable,Fully Operational
14227,459,2024-04-07,Mission Capable,Fully Operational
14228,117,2024-05-05,Partially Mission Capable,Crew Shortage
14229,211,2024-11-12,Mission Capable,Crew Shortage
14230,192,2024-04-25,Mission Capable,Under Maintenance
14231,217,2024-05-07,Non-Mission Capable,Fully Operational
14232,160,2024-09-02,Mission Capable,Crew Shortage
14233,289,2024-10-20,Mission Capable,Fully Operational
14234,476,2024-03-05,Mission Capable,Awaiting Parts
14235,182,2024-03-09,Partially Mission Capable,Fully Operational
14236,11,2024-02-08,Mission Capable,Awaiting Parts
14237,240,2024-10-05,Mission Capable,Awaiting Parts
14238,494,2024-02-19,Mission Capable,Awaiting Parts
14239,445,2024-11-23,Mission Capable,Awaiting Parts
14240,66,2024-03-19,Mission Capable,Crew Shortage
14241,176,2024-04-13,Mission Capable,Under Maintenance
14242,368,2024-05-05,Mission Capable,Fully Operational
14243,289,2024-01-19,Mission Capable,Fully Operational
14244,56,2024-05-25,Partially Mission Capable,Under Maintenance
14245,452,2024-11-28,Mission Capable,Fully Operational
14246,375,2024-12-23,Mission Capable,Fully Operational
14247,200,2024-10-21,Mission Capable,Under Maintenance
14248,8,2024-01-20,Mission Capable,Crew Shortage
14249,59,2024-07-03,Mission Capable,Under Maintenance
14250,37,2024-01-20,Partially Mission Capable,Fully Operational
14251,341,2024-08-04,Mission Capable,Under Maintenance
14252,305,2024-01-16,Mission Capable,Crew Shortage
14253,398,2024-12-14,Mission Capable,Fully Operational
14254,298,2024-11-18,Mission Capable,Crew Shortage
14255,415,2024-11-16,Partially Mission Capable,Under Maintenance
14256,317,2024-06-05,Mission Capable,Crew Shortage
14257,148,2024-08-08,Partially Mission Capable,Under Maintenance
14258,449,2024-01-13,Non-Mission Capable,Awaiting Parts
14259,207,2024-07-11,Non-Mission Capable,Under Maintenance
14260,193,2024-06-21,Mission Capable,Fully Operational
14261,65,2024-06-02,Mission Capable,Awaiting Parts
14262,489,2024-08-03,Partially Mission Capable,Fully Operational
14263,77,2024-05-07,Partially Mission Capable,Under Maintenance
14264,415,2024-09-24,Mission Capable,Crew Shortage
14265,153,2024-05-05,Mission Capable,Under Maintenance
14266,174,2024-01-25,Mission Capable,Under Maintenance
14267,180,2024-10-14,Partially Mission Capable,Crew Shortage
14268,186,2024-03-03,Non-Mission Capable,Fully Operational
14269,489,2024-08-26,Partially Mission Capable,Crew Shortage
14270,324,2024-04-30,Mission Capable,Under Maintenance
14271,129,2024-06-03,Partially Mission Capable,Crew Shortage
14272,245,2024-09-24,Partially Mission Capable,Under Maintenance
14273,317,2024-04-17,Mission Capable,Under Maintenance
14274,5,2024-01-08,Partially Mission Capable,Awaiting Parts
14275,286,2024-03-19,Non-Mission Capable,Under Maintenance
14276,67,2024-01-12,Partially Mission Capable,Awaiting Parts
14277,152,2024-08-04,Mission Capable,Under Maintenance
14278,352,2024-07-17,Mission Capable,Crew Shortage
14279,471,2024-02-08,Mission Capable,Fully Operational
14280,276,2024-03-14,Partially Mission Capable,Fully Operational
14281,403,2024-12-08,Mission Capable,Under Maintenance
14282,301,2024-07-24,Mission Capable,Awaiting Parts
14283,32,2024-02-19,Non-Mission Capable,Under Maintenance
14284,69,2024-08-24,Partially Mission Capable,Under Maintenance
14285,444,2024-12-15,Mission Capable,Crew Shortage
14286,393,2024-03-12,Partially Mission Capable,Fully Operational
14287,83,2024-05-01,Non-Mission Capable,Crew Shortage
14288,497,2024-06-26,Mission Capable,Awaiting Parts
14289,365,2024-02-15,Partially Mission Capable,Fully Operational
14290,215,2024-10-18,Partially Mission Capable,Crew Shortage
14291,475,2024-09-20,Partially Mission Capable,Fully Operational
14292,304,2024-09-27,Partially Mission Capable,Crew Shortage
14293,94,2024-11-08,Mission Capable,Under Maintenance
14294,302,2024-02-17,Mission Capable,Under Maintenance
14295,92,2024-10-04,Partially Mission Capable,Fully Operational
14296,436,2024-06-25,Mission Capable,Fully Operational
14297,350,2024-08-23,Partially Mission Capable,Awaiting Parts
14298,230,2024-09-05,Mission Capable,Fully Operational
14299,345,2024-08-17,Mission Capable,Crew Shortage
14300,167,2024-12-20,Partially Mission Capable,Awaiting Parts
14301,99,2024-08-21,Mission Capable,Crew Shortage
14302,63,2024-05-24,Mission Capable,Fully Operational
14303,475,2024-10-16,Partially Mission Capable,Fully Operational
14304,334,2024-10-01,Partially Mission Capable,Fully Operational
14305,98,2024-04-13,Partially Mission Capable,Under Maintenance
14306,244,2024-08-23,Mission Capable,Under Maintenance
14307,220,2024-02-14,Partially Mission Capable,Under Maintenance
14308,37,2024-02-11,Mission Capable,Crew Shortage
14309,233,2024-07-31,Mission Capable,Fully Operational
14310,109,2024-07-03,Partially Mission Capable,Crew Shortage
14311,279,2024-08-05,Mission Capable,Fully Operational
14312,38,2024-06-01,Partially Mission Capable,Under Maintenance
14313,250,2024-06-19,Partially Mission Capable,Awaiting Parts
14314,206,2024-09-20,Mission Capable,Under Maintenance
14315,38,2024-10-08,Non-Mission Capable,Awaiting Parts
14316,374,2024-03-17,Non-Mission Capable,Fully Operational
14317,500,2024-07-18,Mission Capable,Under Maintenance
14318,10,2024-12-24,Mission Capable,Under Maintenance
14319,250,2024-10-19,Partially Mission Capable,Fully Operational
14320,308,2024-11-09,Mission Capable,Fully Operational
14321,74,2024-10-23,Partially Mission Capable,Crew Shortage
14322,171,2024-06-27,Mission Capable,Under Maintenance
14323,395,2024-08-01,Mission Capable,Awaiting Parts
14324,158,2024-05-27,Mission Capable,Fully Operational
14325,292,2024-08-21,Partially Mission Capable,Awaiting Parts
14326,148,2024-11-09,Mission Capable,Under Maintenance
14327,178,2024-07-25,Mission Capable,Crew Shortage
14328,405,2024-04-08,Mission Capable,Fully Operational
14329,496,2024-11-08,Mission Capable,Awaiting Parts
14330,249,2024-02-05,Mission Capable,Under Maintenance
14331,248,2024-08-10,Mission Capable,Fully Operational
14332,305,2024-05-06,Mission Capable,Awaiting Parts
14333,108,2024-05-20,Mission Capable,Fully Operational
14334,33,2024-09-03,Mission Capable,Under Maintenance
14335,73,2024-11-30,Mission Capable,Under Maintenance
14336,255,2024-03-16,Partially Mission Capable,Awaiting Parts
14337,389,2024-07-12,Mission Capable,Crew Shortage
14338,159,2024-04-18,Mission Capable,Fully Operational
14339,32,2024-10-26,Mission Capable,Under Maintenance
14340,421,2024-07-18,Non-Mission Capable,Crew Shortage
14341,415,2024-05-05,Mission Capable,Crew Shortage
14342,251,2024-07-24,Partially Mission Capable,Under Maintenance
14343,343,2024-09-11,Mission Capable,Crew Shortage
14344,313,2024-08-12,Mission Capable,Under Maintenance
14345,477,2024-01-11,Mission Capable,Under Maintenance
14346,156,2024-01-15,Mission Capable,Fully Operational
14347,363,2024-05-09,Mission Capable,Under Maintenance
14348,339,2024-09-19,Mission Capable,Under Maintenance
14349,163,2024-07-15,Non-Mission Capable,Fully Operational
14350,180,2024-01-02,Mission Capable,Under Maintenance
14351,243,2024-12-07,Partially Mission Capable,Awaiting Parts
14352,5,2024-07-31,Partially Mission Capable,Crew Shortage
14353,201,2024-09-21,Partially Mission Capable,Under Maintenance
14354,16,2024-05-04,Mission Capable,Under Maintenance
14355,65,2024-11-09,Mission Capable,Fully Operational
14356,42,2024-01-02,Partially Mission Capable,Fully Operational
14357,133,2024-06-15,Mission Capable,Fully Operational
14358,405,2024-12-12,Mission Capable,Crew Shortage
14359,392,2024-08-19,Partially Mission Capable,Crew Shortage
14360,326,2024-06-15,Non-Mission Capable,Crew Shortage
14361,381,2024-12-19,Partially Mission Capable,Under Maintenance
14362,441,2024-09-23,Partially Mission Capable,Fully Operational
14363,57,2024-01-28,Non-Mission Capable,Crew Shortage
14364,181,2024-11-23,Partially Mission Capable,Awaiting Parts
14365,269,2024-08-08,Mission Capable,Fully Operational
14366,474,2024-06-05,Non-Mission Capable,Awaiting Parts
14367,67,2024-11-08,Partially Mission Capable,Under Maintenance
14368,29,2024-02-05,Mission Capable,Fully Operational
14369,342,2024-02-06,Mission Capable,Crew Shortage
14370,105,2024-09-30,Mission Capable,Fully Operational
14371,149,2024-09-10,Partially Mission Capable,Fully Operational
14372,67,2024-05-06,Partially Mission Capable,Awaiting Parts
14373,296,2024-07-31,Partially Mission Capable,Awaiting Parts
14374,343,2024-12-27,Mission Capable,Crew Shortage
14375,351,2024-06-22,Partially Mission Capable,Crew Shortage
14376,92,2024-12-07,Mission Capable,Under Maintenance
14377,387,2024-07-12,Mission Capable,Awaiting Parts
14378,327,2024-07-13,Partially Mission Capable,Under Maintenance
14379,350,2024-04-17,Mission Capable,Awaiting Parts
14380,9,2024-11-21,Mission Capable,Crew Shortage
14381,200,2024-12-15,Mission Capable,Under Maintenance
14382,381,2024-04-08,Mission Capable,Under Maintenance
14383,219,2024-01-25,Partially Mission Capable,Under Maintenance
14384,214,2024-11-24,Non-Mission Capable,Under Maintenance
14385,475,2024-01-11,Mission Capable,Fully Operational
14386,252,2024-04-29,Non-Mission Capable,Fully Operational
14387,58,2024-08-28,Mission Capable,Crew Shortage
14388,41,2024-10-28,Mission Capable,Crew Shortage
