Flight_ID,Aircraft_ID,Date,Flight_Hours,Mission_Type
6528,425,2024-03-17,3.2,Logistics
6529,261,2024-08-25,9.9,Test Flight
6530,324,2024-04-20,9.8,Training
6531,73,2024-07-24,1.1,Logistics
6532,343,2024-08-05,1.6,Combat
6533,252,2024-03-26,6.9,Test Flight
6534,360,2024-05-27,7.5,Test Flight
6535,440,2024-11-01,2.5,Logistics
6536,411,2024-01-30,8.5,Test Flight
6537,213,2024-01-05,3.3,Logistics
6538,55,2024-09-20,7.9,Training
6539,109,2024-01-20,9.1,Training
6540,378,2024-03-29,3.6,Test Flight
6541,86,2024-10-30,4.8,Combat
6542,412,2024-07-26,1.5,Training
6543,202,2024-11-26,3.3,Reconnaissance
6544,246,2024-11-19,3.8,Combat
6545,278,2024-12-21,7.9,Combat
6546,173,2024-02-03,5.8,Training
6547,483,2024-01-09,4.2,Reconnaissance
6548,104,2024-03-10,7.3,Reconnaissance
6549,410,2024-08-04,8.5,Training
6550,232,2024-06-18,1.9,Training
6551,472,2024-12-13,2.9,Logistics
6552,378,2024-01-22,4.7,Training
6553,141,2024-09-19,2.8,Logistics
6554,147,2024-06-25,7.4,Reconnaissance
6555,104,2024-12-23,8.6,Test Flight
6556,247,2024-04-06,3.6,Test Flight
6557,105,2024-08-28,1.2,Combat
6558,77,2024-03-08,9.9,Logistics
6559,7,2024-02-10,4.7,Training
6560,346,2024-01-05,4.4,Combat
6561,216,2024-10-27,2.6,Training
6562,466,2024-02-29,5.0,Training
6563,103,2024-06-21,5.6,Training
6564,241,2024-09-06,1.4,Logistics
6565,176,2024-03-14,2.3,Test Flight
6566,135,2024-04-15,2.2,Combat
6567,112,2024-08-02,2.5,Test Flight
6568,382,2024-01-09,2.3,Combat
6569,392,2024-12-06,4.2,Logistics
6570,68,2024-05-26,6.1,Logistics
6571,184,2024-09-13,2.8,Training
6572,242,2024-05-07,4.8,Test Flight
6573,281,2024-11-29,8.3,Training
6574,486,2024-06-27,0.6,Test Flight
6575,23,2024-01-10,7.9,Test Flight
6576,55,2024-03-22,0.8,Logistics
6577,334,2024-07-06,5.0,Logistics
6578,341,2024-02-10,6.0,Test Flight
6579,196,2024-07-02,5.7,Test Flight
6580,451,2024-11-13,3.5,Combat
6581,303,2024-07-19,8.8,Reconnaissance
6582,271,2024-01-21,9.4,Logistics
6583,11,2024-05-22,4.4,Logistics
6584,282,2024-03-04,7.4,Combat
6585,374,2024-09-13,2.7,Training
6586,293,2024-01-31,5.2,Combat
6587,198,2024-03-17,1.8,Training
6588,177,2024-05-22,4.2,Test Flight
6589,61,2024-04-14,9.1,Training
6590,274,2024-09-05,2.3,Combat
6591,292,2024-01-27,9.0,Reconnaissance
6592,499,2024-12-24,3.8,Test Flight
6593,371,2024-08-08,1.5,Reconnaissance
6594,115,2024-03-06,6.1,Reconnaissance
6595,250,2024-04-21,8.7,Test Flight
6596,88,2024-09-01,4.2,Logistics
6597,80,2024-03-07,2.2,Reconnaissance
6598,463,2024-03-15,6.0,Reconnaissance
6599,1,2024-05-06,4.8,Combat
6600,291,2024-08-29,3.1,Combat
6601,102,2024-03-19,7.8,Combat
6602,197,2024-01-28,3.9,Combat
6603,425,2024-12-23,7.3,Logistics
6604,175,2024-04-25,3.0,Reconnaissance
6605,188,2024-04-16,5.4,Test Flight
6606,386,2024-06-14,2.7,Reconnaissance
6607,91,2024-03-18,8.4,Test Flight
6608,106,2024-06-23,8.2,Training
6609,107,2024-12-26,3.1,Test Flight
6610,321,2024-12-10,3.8,Training
6611,19,2024-09-03,2.8,Combat
6612,475,2024-01-29,2.7,Test Flight
6613,148,2024-01-14,6.1,Logistics
6614,415,2024-08-21,1.4,Test Flight
6615,132,2024-03-15,5.4,Combat
6616,436,2024-04-10,8.2,Test Flight
6617,61,2024-09-02,6.0,Logistics
6618,400,2024-06-27,4.1,Combat
6619,334,2024-11-03,3.6,Test Flight
6620,205,2024-05-25,9.2,Logistics
6621,358,2024-05-09,7.8,Test Flight
6622,100,2024-05-02,8.9,Combat
6623,219,2024-01-21,3.9,Training
6624,351,2024-07-14,2.6,Combat
6625,469,2024-08-03,8.3,Reconnaissance
6626,377,2024-01-04,6.3,Logistics
6627,5,2024-04-26,9.4,Test Flight
6628,349,2024-02-21,6.2,Combat
6629,156,2024-03-23,5.3,Logistics
6630,442,2024-09-21,2.7,Combat
6631,79,2024-03-19,3.2,Logistics
6632,47,2024-12-12,8.6,Logistics
6633,48,2024-02-04,2.5,Reconnaissance
6634,140,2024-06-22,7.0,Reconnaissance
6635,424,2024-10-17,6.7,Logistics
6636,232,2024-01-29,2.1,Reconnaissance
6637,95,2024-01-13,9.2,Combat
6638,81,2024-02-15,9.2,Combat
6639,242,2024-12-17,4.5,Training
6640,173,2024-12-19,6.2,Training
6641,22,2024-07-09,2.2,Test Flight
6642,487,2024-08-21,1.2,Training
6643,264,2024-07-13,8.6,Test Flight
6644,297,2024-01-28,1.0,Combat
6645,415,2024-06-20,1.1,Training
6646,115,2024-02-22,8.5,Training
6647,121,2024-01-19,0.8,Combat
6648,452,2024-05-17,6.8,Training
6649,91,2024-03-21,7.0,Reconnaissance
6650,390,2024-02-27,4.4,Training
6651,430,2024-07-08,2.1,Reconnaissance
6652,355,2024-10-06,8.3,Reconnaissance
6653,260,2024-01-19,9.1,Training
6654,279,2024-05-16,10.0,Reconnaissance
6655,332,2024-08-30,4.6,Logistics
6656,376,2024-12-22,6.9,Logistics
6657,62,2024-09-25,9.3,Test Flight
6658,83,2024-03-08,0.6,Reconnaissance
6659,57,2024-12-05,8.4,Test Flight
6660,14,2024-04-08,6.6,Combat
6661,496,2024-10-11,8.5,Training
6662,55,2024-08-21,3.5,Logistics
6663,369,2024-02-09,7.6,Combat
6664,79,2024-11-10,2.7,Combat
6665,399,2024-08-28,3.8,Reconnaissance
6666,115,2024-10-09,1.7,Combat
6667,283,2024-08-25,7.1,Test Flight
6668,292,2024-01-10,1.2,Test Flight
6669,164,2024-10-05,7.8,Training
6670,474,2024-05-01,7.4,Reconnaissance
6671,453,2024-06-14,5.0,Training
6672,135,2024-10-18,9.3,Training
6673,333,2024-11-25,9.6,Combat
6674,399,2024-01-14,1.6,Logistics
6675,389,2024-01-04,5.8,Combat
6676,348,2024-03-25,9.8,Logistics
6677,132,2024-08-18,9.6,Training
6678,47,2024-09-15,6.1,Reconnaissance
6679,109,2024-11-04,0.8,Training
6680,431,2024-02-07,10.0,Test Flight
6681,197,2024-11-22,6.5,Test Flight
6682,33,2024-02-16,5.2,Reconnaissance
6683,109,2024-05-02,1.5,Logistics
6684,282,2024-02-21,9.5,Reconnaissance
6685,234,2024-01-07,9.8,Combat
6686,36,2024-06-23,9.3,Training
6687,101,2024-03-25,6.2,Training
6688,187,2024-09-10,8.1,Training
6689,101,2024-12-24,10.0,Training
6690,358,2024-08-07,8.4,Training
6691,391,2024-09-28,1.2,Combat
6692,462,2024-07-12,7.8,Test Flight
6693,387,2024-09-07,4.2,Training
6694,197,2024-10-21,0.7,Test Flight
6695,143,2024-08-04,5.3,Reconnaissance
6696,206,2024-05-30,2.2,Test Flight
6697,275,2024-04-26,3.3,Logistics
6698,13,2024-10-31,6.9,Logistics
6699,417,2024-08-09,3.3,Combat
6700,188,2024-04-20,1.4,Combat
6701,115,2024-12-27,3.5,Reconnaissance
6702,36,2024-03-07,5.3,Logistics
6703,115,2024-02-24,7.8,Test Flight
6704,428,2024-01-29,0.8,Training
6705,116,2024-11-30,2.7,Logistics
6706,305,2024-06-06,3.6,Reconnaissance
6707,329,2024-07-12,9.3,Logistics
6708,57,2024-10-31,2.5,Logistics
6709,57,2024-09-30,3.3,Logistics
6710,494,2024-05-13,3.3,Test Flight
6711,439,2024-12-05,8.5,Logistics
6712,105,2024-06-15,3.2,Logistics
6713,192,2024-08-16,9.6,Training
6714,307,2024-09-08,6.5,Logistics
6715,61,2024-05-06,8.8,Reconnaissance
6716,135,2024-09-22,7.3,Logistics
6717,3,2024-10-12,1.1,Test Flight
6718,370,2024-02-10,8.1,Training
6719,16,2024-08-17,6.4,Logistics
6720,255,2024-08-28,9.3,Logistics
6721,282,2024-11-24,4.3,Reconnaissance
6722,442,2024-12-06,6.0,Test Flight
6723,374,2024-02-19,7.7,Reconnaissance
6724,364,2024-01-30,8.4,Test Flight
6725,359,2024-03-18,5.0,Training
6726,9,2024-10-04,3.0,Training
6727,98,2024-03-02,1.3,Combat
6728,240,2024-12-12,6.4,Training
6729,62,2024-12-07,8.0,Reconnaissance
6730,431,2024-03-25,7.9,Reconnaissance
6731,134,2024-12-23,1.0,Test Flight
6732,322,2024-01-26,5.5,Combat
6733,438,2024-04-17,8.4,Reconnaissance
6734,30,2024-05-05,1.0,Training
6735,209,2024-08-17,8.5,Reconnaissance
6736,16,2024-08-07,3.3,Logistics
6737,377,2024-02-13,5.1,Training
6738,148,2024-06-03,8.7,Logistics
6739,73,2024-03-19,4.7,Combat
6740,108,2024-08-03,0.6,Logistics
6741,224,2024-04-15,6.4,Logistics
6742,344,2024-07-15,2.3,Reconnaissance
6743,188,2024-05-01,5.8,Training
6744,141,2024-04-18,2.8,Reconnaissance
6745,294,2024-11-11,2.1,Logistics
6746,334,2024-06-04,0.9,Training
6747,85,2024-10-20,6.8,Logistics
6748,100,2024-09-30,3.6,Combat
6749,227,2024-11-22,3.6,Combat
6750,35,2024-04-02,7.6,Combat
6751,12,2024-06-29,9.9,Logistics
6752,388,2024-01-19,6.8,Training
6753,65,2024-06-07,3.8,Test Flight
6754,73,2024-08-13,1.4,Training
6755,471,2024-07-21,5.5,Test Flight
6756,173,2024-09-01,4.7,Reconnaissance
6757,353,2024-04-29,8.6,Reconnaissance
6758,431,2024-12-28,2.0,Training
6759,285,2024-06-10,5.2,Test Flight
6760,61,2024-09-28,1.1,Training
6761,421,2024-07-05,9.3,Reconnaissance
6762,20,2024-04-08,2.3,Combat
6763,78,2024-09-24,8.9,Training
6764,486,2024-09-08,5.3,Test Flight
6765,434,2024-08-16,6.0,Logistics
6766,426,2024-08-01,2.1,Training
6767,162,2024-06-22,4.0,Logistics
6768,76,2024-02-04,8.7,Reconnaissance
6769,92,2024-06-21,9.6,Test Flight
6770,362,2024-08-29,7.4,Logistics
6771,384,2024-01-11,7.8,Reconnaissance
6772,228,2024-11-18,4.1,Logistics
6773,150,2024-11-19,4.0,Test Flight
6774,56,2024-05-05,4.4,Training
6775,183,2024-01-27,6.2,Reconnaissance
6776,465,2024-07-19,3.0,Test Flight
6777,24,2024-08-20,0.9,Reconnaissance
6778,214,2024-06-15,3.1,Test Flight
6779,198,2024-02-11,6.2,Training
6780,31,2024-06-27,4.4,Test Flight
6781,87,2024-07-07,5.6,Logistics
6782,47,2024-08-05,9.3,Combat
6783,491,2024-01-25,4.7,Combat
6784,286,2024-01-19,3.3,Test Flight
6785,476,2024-04-28,4.9,Logistics
6786,134,2024-04-16,8.7,Reconnaissance
6787,258,2024-09-06,3.9,Logistics
6788,29,2024-09-27,9.5,Reconnaissance
6789,311,2024-12-28,8.0,Logistics
6790,97,2024-09-14,8.8,Reconnaissance
6791,247,2024-01-09,5.3,Training
6792,277,2024-10-29,1.1,Test Flight
6793,220,2024-07-31,6.2,Logistics
6794,299,2024-02-18,5.6,Test Flight
6795,103,2024-06-28,5.6,Logistics
6796,396,2024-08-03,2.0,Reconnaissance
6797,69,2024-10-11,1.6,Logistics
6798,184,2024-08-18,5.8,Combat
6799,44,2024-09-06,5.6,Reconnaissance
6800,106,2024-03-10,0.9,Training
6801,32,2024-07-14,5.9,Combat
6802,231,2024-11-14,2.3,Logistics
6803,458,2024-10-03,7.8,Logistics
6804,156,2024-01-19,2.2,Reconnaissance
6805,448,2024-06-24,0.9,Combat
6806,305,2024-03-30,4.3,Logistics
6807,59,2024-07-02,1.1,Combat
6808,121,2024-04-10,2.5,Test Flight
6809,137,2024-12-15,7.2,Test Flight
6810,311,2024-09-03,3.7,Training
6811,455,2024-10-06,4.2,Logistics
6812,212,2024-10-04,5.8,Combat
6813,470,2024-09-09,1.9,Logistics
6814,15,2024-02-14,5.2,Training
6815,363,2024-10-09,7.6,Training
6816,333,2024-05-18,4.0,Test Flight
6817,360,2024-10-12,2.2,Logistics
6818,13,2024-10-19,1.9,Combat
6819,446,2024-03-13,6.3,Logistics
6820,398,2024-05-01,9.2,Logistics
6821,499,2024-05-03,5.2,Combat
6822,408,2024-03-05,2.5,Logistics
6823,68,2024-09-13,8.0,Reconnaissance
6824,465,2024-05-11,1.5,Combat
6825,259,2024-09-06,9.1,Combat
6826,275,2024-08-26,5.2,Test Flight
6827,284,2024-09-16,2.0,Combat
6828,234,2024-04-22,0.6,Logistics
6829,372,2024-12-11,1.7,Reconnaissance
6830,128,2024-07-11,8.2,Combat
6831,392,2024-09-29,8.2,Training
6832,438,2024-11-24,8.6,Logistics
6833,160,2024-02-27,5.2,Training
6834,143,2024-08-06,4.1,Training
6835,182,2024-02-14,9.5,Logistics
6836,173,2024-02-16,3.7,Test Flight
6837,259,2024-10-25,2.0,Test Flight
6838,488,2024-10-21,4.9,Logistics
6839,61,2024-06-20,10.0,Reconnaissance
6840,433,2024-10-25,2.8,Test Flight
6841,430,2024-03-29,9.8,Test Flight
6842,255,2024-09-14,1.7,Test Flight
6843,419,2024-12-19,3.7,Reconnaissance
6844,54,2024-04-08,0.7,Combat
6845,339,2024-03-09,4.4,Test Flight
6846,122,2024-03-15,4.5,Reconnaissance
6847,203,2024-08-09,3.3,Reconnaissance
6848,496,2024-08-05,2.9,Test Flight
6849,162,2024-10-29,6.9,Training
6850,239,2024-06-16,8.0,Combat
6851,311,2024-06-14,8.9,Combat
6852,93,2024-11-02,7.1,Test Flight
6853,168,2024-09-06,6.3,Training
6854,355,2024-03-10,3.8,Logistics
6855,228,2024-11-19,2.2,Training
6856,252,2024-10-20,7.5,Combat
6857,273,2024-10-14,2.4,Logistics
6858,87,2024-11-05,3.5,Reconnaissance
6859,124,2024-12-17,2.8,Reconnaissance
6860,56,2024-02-09,5.4,Logistics
6861,190,2024-05-01,7.3,Logistics
6862,145,2024-07-07,7.3,Test Flight
6863,88,2024-07-10,3.2,Reconnaissance
6864,67,2024-12-11,4.5,Logistics
6865,331,2024-04-08,3.0,Combat
6866,375,2024-08-08,2.3,Logistics
6867,248,2024-06-24,6.9,Reconnaissance
6868,287,2024-03-28,3.9,Training
6869,252,2024-04-03,5.9,Reconnaissance
6870,423,2024-11-27,3.4,Test Flight
6871,78,2024-06-17,2.1,Training
6872,244,2024-09-27,2.9,Reconnaissance
6873,248,2024-12-07,9.6,Logistics
6874,320,2024-05-06,3.4,Test Flight
6875,3,2024-04-28,8.2,Logistics
6876,61,2024-07-02,9.2,Training
6877,464,2024-10-17,0.8,Training
6878,324,2024-12-14,8.4,Test Flight
6879,293,2024-10-07,9.2,Logistics
6880,410,2024-12-28,5.2,Test Flight
6881,473,2024-06-10,6.7,Test Flight
6882,317,2024-07-24,2.2,Logistics
6883,329,2024-04-09,8.2,Training
6884,442,2024-11-06,6.4,Training
6885,252,2024-06-22,4.8,Test Flight
6886,459,2024-05-07,1.5,Logistics
6887,62,2024-02-27,1.9,Test Flight
6888,337,2024-04-14,8.5,Reconnaissance
6889,385,2024-01-19,9.5,Reconnaissance
6890,256,2024-12-12,3.7,Combat
6891,109,2024-10-11,0.7,Training
6892,256,2024-11-02,6.6,Training
6893,249,2024-08-25,6.0,Training
6894,248,2024-03-15,2.4,Training
6895,129,2024-02-18,4.6,Training
6896,40,2024-10-28,8.3,Training
6897,197,2024-08-08,6.1,Combat
6898,427,2024-02-05,8.4,Test Flight
6899,213,2024-03-03,7.4,Combat
6900,303,2024-09-18,7.8,Training
6901,373,2024-12-28,0.7,Logistics
6902,351,2024-07-25,9.0,Training
6903,236,2024-01-21,8.6,Combat
6904,342,2024-02-18,9.9,Reconnaissance
6905,388,2024-08-30,9.3,Logistics
6906,386,2024-04-02,9.0,Training
6907,105,2024-08-15,1.9,Training
6908,448,2024-09-14,5.7,Logistics
6909,166,2024-09-22,8.1,Test Flight
6910,213,2024-03-02,9.9,Reconnaissance
6911,25,2024-02-13,8.0,Combat
6912,211,2024-11-09,2.4,Reconnaissance
6913,129,2024-03-18,1.2,Test Flight
6914,170,2024-04-29,2.1,Logistics
6915,274,2024-01-10,9.0,Logistics
6916,345,2024-05-25,2.7,Test Flight
6917,94,2024-12-23,6.6,Logistics
6918,280,2024-08-25,5.2,Combat
6919,180,2024-07-07,6.5,Test Flight
6920,373,2024-05-08,1.6,Training
6921,379,2024-03-17,8.3,Training
6922,240,2024-11-21,0.5,Reconnaissance
6923,45,2024-04-28,7.2,Training
6924,256,2024-04-21,1.9,Logistics
6925,296,2024-01-22,7.6,Training
6926,234,2024-01-09,4.2,Combat
6927,169,2024-08-12,5.9,Training
6928,396,2024-12-20,3.5,Training
6929,354,2024-12-25,3.7,Training
6930,9,2024-01-16,1.5,Training
6931,381,2024-08-02,4.2,Logistics
6932,272,2024-09-12,0.9,Reconnaissance
6933,444,2024-02-26,8.5,Reconnaissance
6934,29,2024-08-28,7.6,Training
6935,239,2024-04-04,8.9,Training
6936,185,2024-05-12,0.8,Combat
6937,93,2024-01-12,6.5,Reconnaissance
6938,79,2024-07-04,2.9,Test Flight
6939,392,2024-11-09,2.0,Test Flight
6940,46,2024-06-09,5.6,Combat
6941,208,2024-04-22,0.6,Combat
6942,122,2024-06-24,7.1,Training
6943,477,2024-07-15,3.2,Test Flight
6944,282,2024-05-17,5.9,Combat
6945,421,2024-07-22,7.5,Reconnaissance
6946,241,2024-02-10,2.8,Test Flight
6947,453,2024-02-07,2.9,Logistics
6948,457,2024-05-29,9.6,Logistics
6949,276,2024-01-28,8.1,Logistics
6950,390,2024-05-13,4.5,Reconnaissance
6951,473,2024-05-27,8.9,Test Flight
6952,493,2024-02-18,4.3,Combat
6953,83,2024-10-12,9.7,Training
6954,431,2024-08-13,6.5,Test Flight
6955,284,2024-06-19,6.8,Test Flight
6956,448,2024-07-21,4.9,Test Flight
6957,182,2024-05-23,8.1,Logistics
6958,373,2024-01-21,4.9,Reconnaissance
6959,146,2024-06-11,3.3,Training
6960,356,2024-05-29,8.6,Combat
6961,433,2024-07-23,9.5,Combat
6962,481,2024-01-19,3.6,Test Flight
6963,321,2024-05-02,6.8,Reconnaissance
6964,239,2024-10-30,9.7,Training
6965,19,2024-12-16,7.9,Test Flight
6966,243,2024-12-12,4.8,Training
6967,379,2024-01-24,6.0,Training
6968,47,2024-10-20,2.4,Combat
6969,396,2024-02-19,4.1,Logistics
6970,252,2024-12-27,2.5,Test Flight
6971,5,2024-12-16,6.4,Test Flight
6972,264,2024-11-08,8.5,Logistics
6973,11,2024-07-18,3.3,Training
6974,426,2024-03-21,5.3,Training
6975,421,2024-01-18,8.9,Training
6976,190,2024-02-21,6.6,Test Flight
6977,23,2024-02-01,4.8,Combat
6978,427,2024-07-27,9.6,Combat
6979,317,2024-01-15,2.8,Test Flight
6980,361,2024-07-23,8.9,Reconnaissance
6981,279,2024-06-04,2.8,Reconnaissance
6982,189,2024-02-01,1.9,Training
6983,356,2024-01-28,5.4,Logistics
6984,84,2024-07-08,8.8,Reconnaissance
6985,298,2024-12-01,7.9,Training
6986,161,2024-06-30,9.5,Test Flight
6987,487,2024-12-11,4.4,Combat
6988,39,2024-02-12,6.8,Combat
6989,94,2024-05-17,1.2,Training
6990,242,2024-05-27,1.7,Training
6991,466,2024-10-14,9.9,Combat
6992,168,2024-10-11,1.1,Test Flight
6993,218,2024-10-14,5.2,Reconnaissance
6994,433,2024-07-14,6.3,Logistics
6995,247,2024-03-21,2.5,Training
6996,422,2024-08-31,2.8,Test Flight
6997,173,2024-12-19,4.6,Combat
6998,278,2024-01-23,9.4,Training
6999,336,2024-12-19,0.7,Reconnaissance
7000,249,2024-03-04,7.7,Logistics
7001,157,2024-01-06,1.3,Logistics
7002,357,2024-03-28,5.0,Logistics
7003,183,2024-07-22,5.8,Test Flight
7004,291,2024-07-08,7.2,Training
7005,218,2024-06-01,9.3,Combat
7006,228,2024-12-10,5.5,Reconnaissance
7007,2,2024-06-23,9.1,Logistics
7008,209,2024-06-11,9.7,Test Flight
7009,453,2024-05-26,2.7,Combat
7010,481,2024-09-22,1.3,Reconnaissance
7011,493,2024-11-05,7.1,Reconnaissance
7012,147,2024-03-14,7.0,Reconnaissance
7013,261,2024-07-20,4.4,Logistics
7014,159,2024-08-13,5.5,Training
7015,409,2024-07-14,4.2,Reconnaissance
7016,198,2024-09-11,8.6,Logistics
7017,231,2024-03-28,8.4,Test Flight
7018,231,2024-08-21,3.8,Reconnaissance
7019,365,2024-05-31,9.5,Logistics
7020,440,2024-02-27,8.3,Combat
7021,286,2024-05-30,7.7,Training
7022,103,2024-05-08,1.7,Test Flight
7023,385,2024-02-14,5.1,Training
7024,41,2024-03-02,6.5,Reconnaissance
7025,385,2024-06-13,8.5,Combat
7026,425,2024-02-08,3.0,Reconnaissance
7027,113,2024-07-10,2.6,Combat
7028,437,2024-06-24,2.6,Combat
7029,308,2024-07-05,8.4,Training
7030,343,2024-06-26,5.9,Test Flight
7031,484,2024-09-23,0.7,Test Flight
7032,194,2024-11-10,8.1,Training
7033,194,2024-01-07,9.5,Training
7034,149,2024-01-23,1.9,Test Flight
7035,53,2024-01-11,8.0,Test Flight
7036,93,2024-04-02,2.9,Training
7037,404,2024-01-25,4.9,Training
7038,41,2024-10-07,7.6,Test Flight
7039,328,2024-02-07,6.2,Training
7040,245,2024-10-29,3.7,Test Flight
7041,274,2024-09-17,4.8,Test Flight
7042,382,2024-05-05,1.9,Combat
7043,76,2024-12-13,6.9,Training
7044,461,2024-11-06,1.1,Combat
7045,214,2024-08-04,4.3,Test Flight
7046,218,2024-02-28,8.9,Reconnaissance
7047,258,2024-07-29,6.1,Training
7048,284,2024-04-21,4.6,Logistics
7049,16,2024-11-20,3.4,Combat
7050,444,2024-11-03,1.5,Combat
7051,280,2024-10-01,3.4,Combat
7052,151,2024-12-27,4.9,Combat
7053,182,2024-07-26,0.9,Combat
7054,185,2024-02-22,4.9,Training
7055,68,2024-09-28,1.4,Reconnaissance
7056,252,2024-11-13,4.3,Test Flight
7057,498,2024-02-20,8.7,Combat
7058,350,2024-02-06,7.8,Reconnaissance
7059,127,2024-05-14,4.5,Reconnaissance
7060,388,2024-11-08,9.6,Logistics
7061,283,2024-10-18,1.8,Combat
7062,490,2024-10-10,7.0,Combat
7063,471,2024-02-24,7.7,Training
7064,177,2024-02-28,3.1,Logistics
7065,398,2024-03-19,8.8,Test Flight
7066,287,2024-01-01,2.3,Test Flight
7067,340,2024-09-07,3.7,Combat
7068,159,2024-10-19,2.1,Reconnaissance
7069,122,2024-09-27,2.7,Test Flight
7070,364,2024-06-21,7.1,Test Flight
7071,342,2024-02-25,6.7,Logistics
7072,193,2024-03-06,3.5,Reconnaissance
7073,442,2024-02-18,2.8,Combat
7074,174,2024-01-06,9.0,Logistics
7075,38,2024-03-25,6.0,Reconnaissance
7076,467,2024-08-11,5.5,Combat
7077,445,2024-06-02,3.1,Training
7078,67,2024-12-17,3.3,Reconnaissance
7079,370,2024-09-13,6.8,Logistics
7080,458,2024-08-27,5.6,Training
7081,158,2024-03-05,4.4,Training
7082,418,2024-09-28,1.4,Combat
7083,227,2024-10-27,8.5,Logistics
7084,473,2024-01-13,7.7,Training
7085,479,2024-02-29,4.0,Logistics
7086,489,2024-05-30,5.8,Logistics
7087,171,2024-10-17,1.5,Combat
7088,199,2024-11-01,2.8,Reconnaissance
7089,284,2024-04-23,6.8,Logistics
7090,318,2024-09-21,3.1,Training
7091,347,2024-09-19,6.0,Logistics
7092,396,2024-05-06,4.6,Reconnaissance
7093,402,2024-08-01,2.9,Reconnaissance
7094,251,2024-12-13,1.9,Combat
7095,25,2024-10-04,0.9,Logistics
7096,336,2024-12-12,7.9,Training
7097,333,2024-01-18,0.9,Reconnaissance
7098,483,2024-02-17,8.2,Reconnaissance
7099,288,2024-06-14,9.7,Test Flight
7100,497,2024-11-22,3.5,Training
7101,398,2024-07-26,8.2,Test Flight
7102,355,2024-02-26,3.7,Training
7103,402,2024-09-04,1.8,Combat
7104,108,2024-11-29,3.0,Combat
7105,376,2024-03-20,5.2,Training
7106,495,2024-01-08,9.0,Combat
7107,77,2024-08-02,4.6,Reconnaissance
7108,392,2024-06-28,7.5,Combat
7109,351,2024-01-17,8.8,Test Flight
7110,249,2024-04-16,6.2,Test Flight
7111,194,2024-06-04,6.8,Reconnaissance
7112,493,2024-06-20,4.1,Combat
7113,194,2024-01-27,8.8,Combat
7114,55,2024-05-30,9.1,Test Flight
7115,154,2024-01-02,4.2,Reconnaissance
7116,386,2024-05-28,8.1,Test Flight
7117,195,2024-08-06,0.6,Combat
7118,12,2024-04-05,0.8,Logistics
7119,237,2024-12-01,7.6,Training
7120,189,2024-03-09,1.1,Combat
7121,53,2024-10-23,8.7,Combat
7122,394,2024-07-30,5.7,Logistics
7123,434,2024-09-25,9.3,Training
7124,180,2024-05-28,8.4,Logistics
7125,52,2024-07-02,8.1,Reconnaissance
7126,165,2024-03-10,9.4,Logistics
7127,436,2024-08-31,5.6,Training
7128,75,2024-04-24,3.0,Reconnaissance
7129,382,2024-07-13,1.2,Combat
7130,350,2024-08-23,7.3,Combat
7131,76,2024-01-07,1.2,Reconnaissance
7132,126,2024-05-30,2.0,Training
7133,425,2024-11-29,9.3,Logistics
7134,39,2024-05-29,6.0,Training
7135,398,2024-07-28,2.1,Training
7136,56,2024-07-22,4.6,Training
7137,307,2024-10-12,4.3,Training
7138,350,2024-03-01,8.9,Combat
7139,238,2024-03-30,7.8,Reconnaissance
7140,386,2024-10-30,9.8,Test Flight
7141,133,2024-02-14,4.8,Logistics
7142,242,2024-07-20,7.3,Training
7143,154,2024-01-15,3.6,Test Flight
7144,191,2024-02-26,1.7,Training
7145,279,2024-07-22,5.8,Test Flight
7146,196,2024-10-03,3.3,Combat
7147,449,2024-04-06,7.8,Training
7148,402,2024-12-20,1.3,Training
7149,13,2024-12-20,6.3,Combat
7150,184,2024-01-03,3.1,Training
7151,394,2024-04-20,7.2,Logistics
7152,465,2024-10-14,5.3,Combat
7153,372,2024-07-04,5.4,Training
7154,278,2024-01-11,1.0,Test Flight
7155,278,2024-07-11,4.7,Test Flight
7156,286,2024-08-28,2.2,Logistics
7157,397,2024-07-21,3.9,Logistics
7158,53,2024-12-16,0.5,Combat
7159,148,2024-07-10,8.6,Training
7160,301,2024-06-04,2.0,Training
7161,253,2024-04-24,9.7,Training
7162,221,2024-06-29,4.3,Logistics
7163,4,2024-09-10,8.2,Training
7164,79,2024-08-25,6.1,Reconnaissance
7165,494,2024-09-25,2.4,Test Flight
7166,279,2024-08-04,5.5,Reconnaissance
7167,120,2024-04-08,3.1,Combat
7168,209,2024-06-18,8.5,Combat
7169,364,2024-10-02,0.7,Reconnaissance
7170,19,2024-10-10,0.7,Reconnaissance
7171,239,2024-05-19,6.0,Test Flight
7172,114,2024-03-29,8.8,Reconnaissance
7173,89,2024-06-24,8.7,Combat
7174,401,2024-06-11,6.4,Reconnaissance
7175,230,2024-06-03,8.7,Combat
7176,281,2024-02-19,1.0,Training
7177,3,2024-06-19,6.3,Reconnaissance
7178,461,2024-02-27,3.3,Reconnaissance
7179,210,2024-03-01,9.4,Logistics
7180,63,2024-12-16,6.8,Training
7181,90,2024-11-29,1.1,Combat
7182,412,2024-02-08,7.6,Test Flight
7183,236,2024-02-10,7.6,Combat
7184,14,2024-05-22,9.9,Reconnaissance
7185,436,2024-01-08,8.4,Reconnaissance
7186,136,2024-07-11,6.2,Training
7187,500,2024-05-25,7.2,Reconnaissance
7188,209,2024-04-05,7.7,Combat
7189,141,2024-03-07,8.9,Combat
