Maintenance_ID,Aircraft_ID,Date,Subsystem,Issue_Reported,Resolution,Downtime_Days
18469,59,2024-12-21,Fuel System,Oil Leak,Component Replacement,12
18470,178,2024-12-20,Radar,Fuel Leak,Software Update,8
18471,114,2024-02-04,Radar,Sensor Fault,Calibration,19
18472,137,2024-08-01,Avionics,Fuel Leak,Component Replacement,11
18473,41,2024-10-31,Engine,Gear Malfunction,Part Repair,17
18474,70,2024-11-19,Radar,Weapon Jam,Inspection,24
18475,27,2024-01-21,Avionics,Oil Leak,Calibration,14
18476,239,2024-06-20,Weapons,Radar Failure,Software Update,16
18477,326,2024-10-14,Fuel System,Radar Failure,Component Replacement,28
18478,88,2024-11-08,Avionics,Weapon Jam,Software Update,13
18479,243,2024-07-21,Weapons,Radar Failure,Calibration,15
18480,81,2024-12-20,Fuel System,Gear Malfunction,Inspection,19
18481,236,2024-07-26,Hydraulics,Sensor Fault,Component Replacement,24
18482,438,2024-05-24,Fuel System,Sensor Fault,Software Update,11
18483,320,2024-11-15,Weapons,Sensor Fault,Software Update,22
18484,490,2024-08-19,Hydraulics,Radar Failure,Component Replacement,29
18485,491,2024-07-25,Engine,Radar Failure,Inspection,22
18486,448,2024-04-11,Weapons,Hydraulic Leak,System Reset,5
18487,142,2024-10-11,Weapons,Hydraulic Leak,Calibration,23
18488,24,2024-02-02,Engine,Fuel Leak,Calibration,20
18489,334,2024-03-30,Avionics,Sensor Fault,Component Replacement,4
18490,26,2024-08-21,Weapons,Gear Malfunction,Calibration,16
18491,340,2024-06-26,Engine,Weapon Jam,Software Update,23
18492,188,2024-12-19,Avionics,Sensor Fault,Software Update,20
18493,404,2024-11-22,Fuel System,Weapon Jam,System Reset,28
18494,61,2024-02-25,Landing Gear,Oil Leak,Inspection,11
18495,55,2024-12-17,Weapons,Sensor Fault,Part Repair,1
18496,242,2024-09-24,Engine,Radar Failure,Component Replacement,6
18497,264,2024-03-31,Weapons,Fuel Leak,Component Replacement,4
18498,304,2024-08-23,Weapons,Sensor Fault,Inspection,7
18499,281,2024-12-24,Landing Gear,Sensor Fault,Software Update,5
18500,305,2024-11-12,Fuel System,Hydraulic Leak,Software Update,8
18501,170,2024-09-06,Engine,Sensor Fault,System Reset,18
18502,258,2024-07-26,Radar,Radar Failure,Part Repair,12
18503,321,2024-03-09,Weapons,Oil Leak,Part Repair,25
18504,434,2024-02-22,Radar,Hydraulic Leak,Part Repair,8
18505,362,2024-01-11,Avionics,Radar Failure,Component Replacement,19
18506,477,2024-03-07,Landing Gear,Radar Failure,Calibration,6
18507,140,2024-02-03,Engine,Fuel Leak,Inspection,8
18508,321,2024-02-20,Weapons,Fuel Leak,Part Repair,10
18509,250,2024-05-04,Hydraulics,Radar Failure,System Reset,24
18510,421,2024-02-27,Fuel System,Oil Leak,Inspection,13
18511,118,2024-01-31,Engine,Hydraulic Leak,Component Replacement,4
18512,264,2024-07-22,Fuel System,Fuel Leak,Part Repair,4
18513,132,2024-03-22,Hydraulics,Radar Failure,System Reset,17
18514,43,2024-06-05,Hydraulics,Oil Leak,Software Update,16
18515,179,2024-02-02,Weapons,Sensor Fault,Calibration,1
18516,165,2024-11-06,Hydraulics,Weapon Jam,Calibration,25
18517,53,2024-10-06,Avionics,Sensor Fault,Part Repair,3
18518,478,2024-06-15,Hydraulics,Sensor Fault,Software Update,13
18519,339,2024-06-03,Hydraulics,Gear Malfunction,Calibration,19
18520,144,2024-08-15,Avionics,Gear Malfunction,System Reset,4
18521,199,2024-11-04,Engine,Fuel Leak,System Reset,19
18522,231,2024-06-28,Hydraulics,Gear Malfunction,System Reset,21
18523,348,2024-06-06,Weapons,Sensor Fault,Part Repair,14
18524,388,2024-09-21,Landing Gear,Hydraulic Leak,Inspection,24
18525,318,2024-10-21,Landing Gear,Sensor Fault,Inspection,22
18526,46,2024-02-19,Engine,Hydraulic Leak,Inspection,19
18527,443,2024-09-02,Landing Gear,Oil Leak,Calibration,12
18528,452,2024-01-10,Fuel System,Weapon Jam,Part Repair,12
18529,184,2024-09-13,Weapons,Oil Leak,System Reset,1
18530,436,2024-12-12,Fuel System,Sensor Fault,Calibration,22
18531,256,2024-03-21,Radar,Oil Leak,Part Repair,7
18532,485,2024-12-24,Weapons,Fuel Leak,Inspection,19
18533,94,2024-12-18,Landing Gear,Fuel Leak,Inspection,1
18534,256,2024-06-11,Hydraulics,Hydraulic Leak,Component Replacement,7
18535,257,2024-07-18,Landing Gear,Sensor Fault,System Reset,4
18536,472,2024-03-12,Fuel System,Sensor Fault,Software Update,4
18537,32,2024-12-01,Hydraulics,Gear Malfunction,Software Update,16
18538,304,2024-03-23,Engine,Fuel Leak,Component Replacement,23
18539,424,2024-08-07,Avionics,Radar Failure,Part Repair,14
18540,37,2024-10-21,Engine,Oil Leak,Inspection,13
18541,288,2024-03-07,Fuel System,Weapon Jam,Component Replacement,15
18542,431,2024-10-27,Weapons,Oil Leak,Part Repair,27
18543,448,2024-09-18,Radar,Gear Malfunction,Software Update,20
18544,235,2024-08-28,Hydraulics,Fuel Leak,System Reset,17
18545,121,2024-12-18,Avionics,Hydraulic Leak,System Reset,12
18546,438,2024-04-09,Engine,Fuel Leak,System Reset,14
18547,444,2024-09-23,Weapons,Oil Leak,Inspection,29
18548,462,2024-12-22,Avionics,Fuel Leak,System Reset,26
18549,13,2024-06-06,Hydraulics,Fuel Leak,Software Update,20
18550,486,2024-06-05,Radar,Sensor Fault,Software Update,25
18551,367,2024-12-13,Fuel System,Oil Leak,Part Repair,11
18552,365,2024-08-13,Radar,Oil Leak,Software Update,6
18553,182,2024-02-12,Radar,Oil Leak,Part Repair,8
18554,252,2024-10-05,Fuel System,Oil Leak,Component Replacement,19
18555,243,2024-11-22,Radar,Sensor Fault,Inspection,17
18556,40,2024-02-26,Radar,Fuel Leak,Software Update,26
18557,295,2024-07-04,Weapons,Oil Leak,Component Replacement,20
18558,193,2024-06-07,Weapons,Radar Failure,Part Repair,18
18559,459,2024-01-30,Engine,Hydraulic Leak,Inspection,21
18560,326,2024-08-18,Radar,Radar Failure,Software Update,1
18561,307,2024-07-05,Radar,Fuel Leak,Software Update,19
18562,496,2024-08-09,Weapons,Oil Leak,Component Replacement,16
18563,282,2024-06-17,Engine,Fuel Leak,Component Replacement,10
18564,290,2024-05-07,Weapons,Fuel Leak,Calibration,13
18565,117,2024-11-13,Engine,Fuel Leak,System Reset,12
18566,72,2024-06-18,Engine,Sensor Fault,System Reset,1
18567,121,2024-02-13,Fuel System,Sensor Fault,Software Update,17
18568,46,2024-11-15,Engine,Oil Leak,Calibration,12
18569,98,2024-05-03,Avionics,Gear Malfunction,Calibration,29
18570,189,2024-04-30,Radar,Radar Failure,Software Update,25
18571,397,2024-05-24,Landing Gear,Hydraulic Leak,Software Update,14
18572,109,2024-03-24,Hydraulics,Weapon Jam,Software Update,14
18573,363,2024-10-29,Avionics,Hydraulic Leak,Component Replacement,3
18574,485,2024-08-07,Avionics,Radar Failure,Part Repair,17
18575,425,2024-12-05,Hydraulics,Fuel Leak,Software Update,25
18576,39,2024-01-07,Avionics,Fuel Leak,Component Replacement,2
18577,123,2024-06-26,Avionics,Weapon Jam,Inspection,3
18578,439,2024-01-21,Hydraulics,Hydraulic Leak,Inspection,11
18579,13,2024-11-21,Weapons,Gear Malfunction,Software Update,18
18580,144,2024-08-02,Weapons,Hydraulic Leak,Part Repair,12
18581,148,2024-09-05,Weapons,Oil Leak,Inspection,19
18582,177,2024-08-05,Engine,Sensor Fault,Part Repair,24
18583,102,2024-04-22,Radar,Oil Leak,System Reset,11
18584,385,2024-05-20,Hydraulics,Radar Failure,System Reset,1
18585,429,2024-04-04,Avionics,Gear Malfunction,Calibration,28
18586,1,2024-02-21,Avionics,Hydraulic Leak,Software Update,12
18587,446,2024-08-24,Landing Gear,Hydraulic Leak,Software Update,29
18588,188,2024-07-03,Avionics,Fuel Leak,Component Replacement,4
18589,323,2024-10-21,Weapons,Fuel Leak,System Reset,6
18590,454,2024-07-14,Radar,Radar Failure,Inspection,19
18591,12,2024-05-29,Avionics,Fuel Leak,Part Repair,13
18592,260,2024-05-11,Hydraulics,Gear Malfunction,Part Repair,3
18593,249,2024-01-02,Hydraulics,Gear Malfunction,Calibration,21
18594,366,2024-02-11,Landing Gear,Weapon Jam,System Reset,15
18595,219,2024-11-18,Hydraulics,Weapon Jam,Calibration,21
18596,122,2024-07-12,Fuel System,Oil Leak,Part Repair,20
18597,329,2024-05-07,Avionics,Radar Failure,Part Repair,6
18598,68,2024-09-15,Fuel System,Oil Leak,Software Update,20
18599,4,2024-05-20,Fuel System,Oil Leak,Component Replacement,6
18600,200,2024-08-07,Avionics,Oil Leak,Calibration,14
18601,166,2024-12-21,Engine,Gear Malfunction,Calibration,20
18602,369,2024-08-17,Avionics,Radar Failure,Calibration,23
18603,36,2024-10-19,Radar,Gear Malfunction,Inspection,5
18604,302,2024-12-10,Landing Gear,Gear Malfunction,System Reset,2
18605,427,2024-11-17,Weapons,Sensor Fault,Inspection,9
18606,388,2024-08-29,Avionics,Oil Leak,Component Replacement,15
18607,314,2024-05-20,Hydraulics,Sensor Fault,Calibration,17
18608,218,2024-03-25,Engine,Weapon Jam,Software Update,23
18609,209,2024-08-30,Fuel System,Radar Failure,Inspection,5
18610,334,2024-03-24,Hydraulics,Sensor Fault,Part Repair,19
18611,168,2024-07-03,Avionics,Fuel Leak,Software Update,27
18612,25,2024-02-03,Avionics,Hydraulic Leak,Inspection,1
18613,6,2024-08-13,Hydraulics,Oil Leak,Software Update,11
18614,34,2024-12-22,Fuel System,Weapon Jam,Calibration,17
18615,119,2024-04-16,Avionics,Hydraulic Leak,Component Replacement,18
18616,488,2024-07-30,Engine,Hydraulic Leak,Part Repair,14
18617,38,2024-01-14,Weapons,Radar Failure,Component Replacement,15
18618,84,2024-05-30,Landing Gear,Oil Leak,Software Update,15
18619,149,2024-03-16,Weapons,Sensor Fault,System Reset,7
18620,354,2024-05-11,Engine,Weapon Jam,Component Replacement,23
18621,392,2024-12-26,Fuel System,Hydraulic Leak,System Reset,4
18622,363,2024-09-23,Avionics,Weapon Jam,System Reset,21
18623,211,2024-04-23,Engine,Gear Malfunction,Component Replacement,26
18624,346,2024-06-22,Hydraulics,Hydraulic Leak,Component Replacement,6
18625,338,2024-09-03,Landing Gear,Fuel Leak,Part Repair,21
18626,66,2024-06-13,Weapons,Weapon Jam,Inspection,7
18627,328,2024-08-18,Engine,Oil Leak,Part Repair,25
18628,268,2024-05-07,Weapons,Hydraulic Leak,Calibration,15
18629,24,2024-07-19,Fuel System,Gear Malfunction,Inspection,4
18630,435,2024-06-18,Engine,Sensor Fault,Software Update,12
18631,354,2024-10-07,Hydraulics,Fuel Leak,Part Repair,19
18632,171,2024-03-27,Hydraulics,Oil Leak,Software Update,5
18633,30,2024-11-06,Landing Gear,Weapon Jam,Part Repair,7
18634,276,2024-03-03,Hydraulics,Radar Failure,Software Update,21
18635,145,2024-05-03,Landing Gear,Sensor Fault,Calibration,26
18636,182,2024-10-02,Avionics,Hydraulic Leak,System Reset,2
18637,194,2024-02-16,Weapons,Hydraulic Leak,Part Repair,21
18638,38,2024-12-28,Radar,Weapon Jam,Software Update,16
18639,318,2024-04-07,Radar,Fuel Leak,Software Update,5
18640,175,2024-01-05,Landing Gear,Hydraulic Leak,Calibration,24
18641,435,2024-03-06,Avionics,Sensor Fault,Software Update,4
18642,370,2024-01-26,Hydraulics,Gear Malfunction,Software Update,24
18643,268,2024-03-23,Hydraulics,Fuel Leak,Software Update,1
18644,100,2024-05-14,Fuel System,Hydraulic Leak,Component Replacement,28
18645,104,2024-07-17,Radar,Oil Leak,Software Update,23
18646,84,2024-01-06,Landing Gear,Weapon Jam,Component Replacement,4
18647,292,2024-07-03,Radar,Radar Failure,Part Repair,24
18648,112,2024-11-28,Engine,Hydraulic Leak,Calibration,27
18649,231,2024-04-26,Fuel System,Oil Leak,Calibration,2
18650,423,2024-07-25,Avionics,Hydraulic Leak,Software Update,29
18651,249,2024-06-20,Weapons,Sensor Fault,Software Update,4
18652,256,2024-05-16,Hydraulics,Oil Leak,Part Repair,15
18653,342,2024-01-24,Fuel System,Hydraulic Leak,Calibration,9
18654,295,2024-01-09,Fuel System,Sensor Fault,Inspection,11
18655,184,2024-02-18,Weapons,Oil Leak,Inspection,17
18656,152,2024-11-01,Hydraulics,Sensor Fault,Part Repair,16
18657,213,2024-03-13,Hydraulics,Hydraulic Leak,System Reset,27
18658,432,2024-04-13,Engine,Weapon Jam,Calibration,24
18659,219,2024-12-17,Radar,Gear Malfunction,Calibration,2
18660,173,2024-03-24,Hydraulics,Weapon Jam,Part Repair,3
18661,392,2024-07-26,Radar,Oil Leak,System Reset,28
18662,495,2024-05-18,Avionics,Fuel Leak,Component Replacement,26
18663,381,2024-02-22,Weapons,Radar Failure,Software Update,26
18664,151,2024-02-26,Weapons,Weapon Jam,Calibration,19
18665,219,2024-08-31,Engine,Hydraulic Leak,Part Repair,18
18666,251,2024-07-13,Landing Gear,Weapon Jam,Component Replacement,3
18667,124,2024-03-15,Engine,Radar Failure,Calibration,4
18668,183,2024-12-16,Radar,Fuel Leak,System Reset,5
18669,89,2024-11-25,Weapons,Fuel Leak,Component Replacement,2
18670,240,2024-07-31,Fuel System,Weapon Jam,Part Repair,28
18671,359,2024-08-01,Engine,Oil Leak,System Reset,7
18672,261,2024-10-17,Fuel System,Weapon Jam,System Reset,27
18673,239,2024-03-21,Fuel System,Fuel Leak,Component Replacement,14
18674,375,2024-08-26,Engine,Oil Leak,Calibration,14
18675,57,2024-11-17,Weapons,Fuel Leak,Software Update,27
18676,305,2024-09-30,Radar,Hydraulic Leak,Inspection,9
18677,191,2024-08-20,Engine,Hydraulic Leak,System Reset,14
18678,452,2024-05-24,Landing Gear,Radar Failure,Calibration,17
18679,294,2024-09-03,Weapons,Hydraulic Leak,Part Repair,12
18680,432,2024-11-10,Radar,Weapon Jam,Part Repair,15
18681,238,2024-02-07,Fuel System,Weapon Jam,Software Update,4
18682,202,2024-07-10,Weapons,Hydraulic Leak,System Reset,6
18683,144,2024-08-29,Radar,Hydraulic Leak,System Reset,24
18684,17,2024-04-08,Radar,Oil Leak,Software Update,19
18685,10,2024-12-26,Weapons,Sensor Fault,Software Update,6
18686,168,2024-01-13,Engine,Oil Leak,System Reset,14
18687,337,2024-06-14,Landing Gear,Weapon Jam,Component Replacement,16
18688,447,2024-12-20,Fuel System,Radar Failure,Inspection,2
18689,330,2024-03-26,Engine,Hydraulic Leak,Calibration,25
18690,228,2024-04-03,Fuel System,Fuel Leak,Calibration,4
18691,468,2024-04-30,Weapons,Radar Failure,Component Replacement,24
18692,294,2024-09-20,Landing Gear,Fuel Leak,System Reset,9
18693,36,2024-08-16,Engine,Radar Failure,Inspection,2
18694,370,2024-09-04,Hydraulics,Weapon Jam,Part Repair,27
18695,158,2024-04-05,Radar,Weapon Jam,Component Replacement,17
18696,432,2024-09-25,Landing Gear,Sensor Fault,Part Repair,3
18697,217,2024-07-05,Weapons,Fuel Leak,Software Update,3
18698,286,2024-12-24,Fuel System,Fuel Leak,Software Update,8
18699,341,2024-11-29,Avionics,Radar Failure,Component Replacement,11
18700,367,2024-12-29,Fuel System,Oil Leak,Software Update,29
18701,354,2024-06-30,Weapons,Radar Failure,System Reset,27
18702,229,2024-07-04,Hydraulics,Radar Failure,Inspection,8
18703,491,2024-10-27,Landing Gear,Fuel Leak,Software Update,26
18704,117,2024-12-12,Avionics,Weapon Jam,Component Replacement,18
18705,20,2024-03-24,Landing Gear,Sensor Fault,System Reset,7
18706,492,2024-12-26,Engine,Fuel Leak,Inspection,6
18707,249,2024-08-06,Engine,Radar Failure,Part Repair,17
18708,485,2024-02-20,Radar,Fuel Leak,Software Update,12
18709,493,2024-08-09,Engine,Oil Leak,Component Replacement,23
18710,442,2024-09-17,Weapons,Sensor Fault,Inspection,21
18711,223,2024-09-09,Fuel System,Weapon Jam,Part Repair,24
18712,465,2024-07-15,Avionics,Fuel Leak,Component Replacement,8
18713,391,2024-02-02,Engine,Oil Leak,Calibration,7
18714,180,2024-08-27,Landing Gear,Radar Failure,Calibration,13
18715,225,2024-10-18,Engine,Gear Malfunction,Calibration,8
18716,127,2024-12-21,Fuel System,Radar Failure,Inspection,1
18717,272,2024-07-30,Engine,Hydraulic Leak,System Reset,21
18718,378,2024-07-28,Fuel System,Weapon Jam,System Reset,25
18719,100,2024-10-22,Hydraulics,Oil Leak,Component Replacement,10
18720,433,2024-07-01,Radar,Hydraulic Leak,Part Repair,28
18721,102,2024-08-18,Hydraulics,Weapon Jam,Part Repair,5
18722,163,2024-04-06,Fuel System,Oil Leak,Inspection,16
18723,285,2024-06-05,Weapons,Oil Leak,Calibration,28
18724,28,2024-09-27,Hydraulics,Gear Malfunction,Inspection,24
18725,141,2024-07-18,Avionics,Sensor Fault,Software Update,13
18726,128,2024-06-28,Fuel System,Oil Leak,Part Repair,12
18727,226,2024-01-28,Radar,Weapon Jam,Inspection,9
18728,294,2024-06-07,Weapons,Radar Failure,Calibration,26
18729,35,2024-01-10,Hydraulics,Fuel Leak,Software Update,10
18730,22,2024-02-04,Hydraulics,Hydraulic Leak,Inspection,28
18731,497,2024-06-19,Engine,Hydraulic Leak,System Reset,21
18732,471,2024-08-16,Weapons,Fuel Leak,Part Repair,28
18733,310,2024-03-26,Hydraulics,Oil Leak,Inspection,3
18734,404,2024-01-22,Radar,Oil Leak,Calibration,26
18735,81,2024-03-21,Hydraulics,Sensor Fault,Inspection,1
18736,261,2024-04-25,Landing Gear,Oil Leak,Calibration,11
18737,388,2024-09-01,Landing Gear,Radar Failure,Inspection,13
18738,412,2024-06-04,Radar,Gear Malfunction,Part Repair,2
18739,361,2024-11-03,Radar,Oil Leak,Software Update,24
18740,402,2024-06-23,Engine,Gear Malfunction,Component Replacement,18
18741,52,2024-05-19,Radar,Oil Leak,Inspection,11
18742,82,2024-05-05,Hydraulics,Hydraulic Leak,System Reset,10
18743,221,2024-05-01,Weapons,Gear Malfunction,Calibration,26
18744,286,2024-05-21,Landing Gear,Gear Malfunction,Component Replacement,12
18745,288,2024-03-18,Hydraulics,Sensor Fault,Calibration,25
18746,295,2024-10-18,Avionics,Radar Failure,Calibration,4
18747,428,2024-06-03,Fuel System,Sensor Fault,Calibration,20
18748,389,2024-10-16,Avionics,Hydraulic Leak,Software Update,14
18749,36,2024-03-24,Hydraulics,Sensor Fault,Calibration,26
18750,469,2024-04-13,Avionics,Gear Malfunction,Inspection,29
18751,212,2024-02-26,Avionics,Sensor Fault,Calibration,5
18752,217,2024-09-21,Weapons,Sensor Fault,Software Update,19
18753,372,2024-11-18,Landing Gear,Weapon Jam,Inspection,14
18754,106,2024-10-19,Fuel System,Fuel Leak,Component Replacement,27
18755,408,2024-04-18,Fuel System,Hydraulic Leak,System Reset,18
18756,100,2024-05-03,Weapons,Sensor Fault,Component Replacement,24
18757,177,2024-04-05,Engine,Oil Leak,Calibration,28
18758,283,2024-08-10,Engine,Weapon Jam,Software Update,15
18759,489,2024-03-14,Engine,Oil Leak,Software Update,24
18760,426,2024-08-15,Landing Gear,Oil Leak,Part Repair,14
18761,418,2024-12-25,Avionics,Hydraulic Leak,Component Replacement,13
18762,12,2024-07-26,Landing Gear,Sensor Fault,Component Replacement,21
18763,303,2024-01-30,Avionics,Oil Leak,System Reset,1
18764,438,2024-02-18,Landing Gear,Radar Failure,Part Repair,21
18765,54,2024-02-16,Landing Gear,Gear Malfunction,Inspection,17
18766,47,2024-12-16,Avionics,Weapon Jam,Component Replacement,18
18767,250,2024-10-18,Hydraulics,Radar Failure,Software Update,28
18768,208,2024-10-20,Landing Gear,Fuel Leak,Inspection,1
18769,81,2024-11-02,Hydraulics,Fuel Leak,Inspection,18
18770,7,2024-02-10,Avionics,Weapon Jam,Component Replacement,14
18771,143,2024-05-21,Engine,Radar Failure,Part Repair,4
18772,14,2024-08-02,Landing Gear,Fuel Leak,Component Replacement,24
18773,365,2024-03-31,Weapons,Gear Malfunction,System Reset,27
18774,138,2024-04-05,Avionics,Gear Malfunction,Part Repair,24
18775,28,2024-04-18,Radar,Hydraulic Leak,Inspection,29
18776,78,2024-09-09,Radar,Weapon Jam,Software Update,28
18777,276,2024-07-19,Weapons,Hydraulic Leak,System Reset,15
18778,224,2024-05-01,Radar,Oil Leak,Inspection,1
18779,271,2024-04-13,Fuel System,Gear Malfunction,Software Update,4
18780,373,2024-10-12,Avionics,Radar Failure,Component Replacement,15
18781,131,2024-03-15,Fuel System,Fuel Leak,Component Replacement,13
18782,44,2024-09-22,Weapons,Hydraulic Leak,Component Replacement,18
18783,421,2024-09-01,Radar,Sensor Fault,System Reset,5
18784,346,2024-05-23,Radar,Fuel Leak,Calibration,6
18785,377,2024-08-06,Landing Gear,Radar Failure,Inspection,24
18786,392,2024-01-21,Engine,Weapon Jam,System Reset,19
18787,95,2024-12-10,Avionics,Gear Malfunction,Calibration,26
18788,427,2024-03-02,Fuel System,Radar Failure,Component Replacement,2
18789,259,2024-12-22,Landing Gear,Radar Failure,System Reset,29
18790,350,2024-02-17,Hydraulics,Hydraulic Leak,Software Update,18
18791,178,2024-10-18,Radar,Weapon Jam,System Reset,22
18792,229,2024-12-29,Avionics,Radar Failure,Inspection,27
18793,296,2024-07-21,Landing Gear,Oil Leak,Component Replacement,29
18794,427,2024-02-05,Landing Gear,Sensor Fault,Calibration,27
18795,318,2024-11-13,Fuel System,Radar Failure,Part Repair,26
18796,269,2024-06-06,Radar,Sensor Fault,Inspection,18
18797,60,2024-09-06,Radar,Gear Malfunction,Calibration,21
18798,68,2024-03-27,Fuel System,Gear Malfunction,Calibration,11
18799,241,2024-01-21,Hydraulics,Gear Malfunction,Component Replacement,23
18800,303,2024-08-14,Weapons,Hydraulic Leak,Part Repair,26
18801,243,2024-01-13,Fuel System,Weapon Jam,System Reset,24
18802,218,2024-10-25,Avionics,Radar Failure,Component Replacement,21
18803,162,2024-09-24,Weapons,Weapon Jam,Software Update,23
18804,471,2024-06-19,Landing Gear,Gear Malfunction,Part Repair,20
18805,62,2024-11-24,Radar,Weapon Jam,Component Replacement,6
18806,178,2024-05-09,Radar,Fuel Leak,Inspection,5
18807,181,2024-11-17,Engine,Sensor Fault,Calibration,17
18808,341,2024-05-21,Engine,Gear Malfunction,Part Repair,24
18809,441,2024-04-29,Engine,Oil Leak,Part Repair,21
18810,369,2024-03-20,Avionics,Radar Failure,Inspection,28
18811,470,2024-01-31,Landing Gear,Sensor Fault,Inspection,14
18812,351,2024-07-14,Fuel System,Radar Failure,System Reset,18
18813,145,2024-06-26,Fuel System,Hydraulic Leak,Inspection,12
18814,125,2024-01-03,Fuel System,Gear Malfunction,Part Repair,26
18815,250,2024-08-08,Avionics,Sensor Fault,Software Update,18
18816,332,2024-12-01,Hydraulics,Sensor Fault,Software Update,18
18817,300,2024-12-06,Weapons,Oil Leak,Software Update,27
18818,383,2024-10-30,Landing Gear,Sensor Fault,Part Repair,10
18819,358,2024-03-29,Fuel System,Sensor Fault,Software Update,25
18820,83,2024-07-15,Landing Gear,Oil Leak,Inspection,29
18821,293,2024-09-04,Avionics,Radar Failure,Inspection,29
18822,458,2024-12-02,Fuel System,Sensor Fault,Component Replacement,11
18823,169,2024-03-23,Engine,Radar Failure,Component Replacement,13
18824,380,2024-04-27,Hydraulics,Radar Failure,Part Repair,26
18825,161,2024-06-19,Hydraulics,Hydraulic Leak,Part Repair,22
18826,187,2024-01-29,Fuel System,Radar Failure,Part Repair,28
18827,499,2024-07-30,Fuel System,Gear Malfunction,Software Update,7
18828,271,2024-05-17,Engine,Oil Leak,Calibration,1
18829,491,2024-10-14,Engine,Oil Leak,System Reset,18
18830,248,2024-04-23,Radar,Sensor Fault,Inspection,21
18831,444,2024-03-30,Avionics,Fuel Leak,Calibration,15
18832,307,2024-10-07,Weapons,Gear Malfunction,Inspection,28
18833,199,2024-01-19,Weapons,Oil Leak,Part Repair,18
18834,409,2024-03-14,Hydraulics,Hydraulic Leak,System Reset,29
18835,98,2024-03-13,Engine,Oil Leak,Software Update,13
18836,437,2024-12-21,Landing Gear,Sensor Fault,Component Replacement,19
18837,219,2024-07-07,Engine,Radar Failure,Part Repair,15
18838,211,2024-03-04,Fuel System,Hydraulic Leak,Part Repair,26
18839,464,2024-12-07,Radar,Gear Malfunction,Software Update,27
18840,33,2024-02-18,Landing Gear,Radar Failure,Part Repair,1
18841,92,2024-03-21,Avionics,Hydraulic Leak,Component Replacement,18
18842,327,2024-12-24,Avionics,Oil Leak,System Reset,22
18843,164,2024-02-15,Engine,Sensor Fault,Software Update,29
18844,226,2024-04-06,Engine,Radar Failure,Calibration,12
18845,214,2024-02-29,Hydraulics,Weapon Jam,Inspection,14
18846,472,2024-10-31,Weapons,Hydraulic Leak,Software Update,3
18847,345,2024-12-03,Engine,Hydraulic Leak,Inspection,24
18848,221,2024-07-20,Fuel System,Sensor Fault,Software Update,4
18849,343,2024-03-04,Landing Gear,Fuel Leak,Component Replacement,19
18850,199,2024-08-17,Radar,Hydraulic Leak,Part Repair,8
18851,263,2024-04-28,Weapons,Fuel Leak,Software Update,8
18852,107,2024-08-16,Radar,Radar Failure,Calibration,26
18853,209,2024-05-27,Avionics,Radar Failure,Software Update,4
18854,297,2024-05-27,Avionics,Radar Failure,Part Repair,26
18855,55,2024-02-04,Weapons,Hydraulic Leak,Part Repair,8
18856,143,2024-03-16,Engine,Gear Malfunction,System Reset,17
18857,465,2024-03-23,Hydraulics,Weapon Jam,Calibration,7
18858,403,2024-02-17,Hydraulics,Radar Failure,Software Update,19
18859,166,2024-11-08,Avionics,Hydraulic Leak,Software Update,10
18860,309,2024-05-20,Radar,Gear Malfunction,System Reset,10
18861,318,2024-06-18,Landing Gear,Radar Failure,Part Repair,13
18862,174,2024-10-04,Engine,Hydraulic Leak,Calibration,7
18863,91,2024-02-12,Avionics,Hydraulic Leak,Part Repair,23
18864,145,2024-03-21,Avionics,Hydraulic Leak,Part Repair,27
18865,11,2024-04-19,Engine,Oil Leak,Component Replacement,23
18866,74,2024-10-02,Avionics,Oil Leak,Inspection,20
18867,432,2024-03-01,Radar,Gear Malfunction,Software Update,29
18868,400,2024-04-27,Fuel System,Weapon Jam,Inspection,5
18869,269,2024-08-20,Fuel System,Weapon Jam,Component Replacement,11
18870,189,2024-07-06,Fuel System,Fuel Leak,Component Replacement,9
18871,212,2024-12-19,Weapons,Radar Failure,Calibration,5
18872,24,2024-09-25,Fuel System,Hydraulic Leak,Inspection,6
18873,436,2024-02-14,Landing Gear,Gear Malfunction,Inspection,3
18874,99,2024-07-29,Radar,Fuel Leak,Software Update,14
18875,487,2024-05-17,Radar,Weapon Jam,Part Repair,16
18876,214,2024-10-05,Hydraulics,Fuel Leak,Part Repair,4
18877,25,2024-11-20,Landing Gear,Fuel Leak,System Reset,23
18878,114,2024-09-14,Hydraulics,Hydraulic Leak,Software Update,20
18879,126,2024-01-14,Landing Gear,Gear Malfunction,Software Update,21
18880,52,2024-04-19,Avionics,Hydraulic Leak,System Reset,14
18881,486,2024-03-03,Hydraulics,Gear Malfunction,Calibration,17
18882,342,2024-08-23,Radar,Fuel Leak,Part Repair,21
18883,320,2024-10-14,Landing Gear,Gear Malfunction,System Reset,10
18884,58,2024-07-13,Radar,Weapon Jam,Inspection,4
18885,135,2024-02-28,Fuel System,Radar Failure,Calibration,14
18886,362,2024-05-29,Hydraulics,Oil Leak,Component Replacement,27
18887,394,2024-04-10,Weapons,Fuel Leak,System Reset,18
18888,359,2024-06-24,Weapons,Weapon Jam,Inspection,20
18889,413,2024-03-23,Fuel System,Radar Failure,Software Update,2
18890,388,2024-01-01,Fuel System,Hydraulic Leak,Software Update,2
